grid_id,latitude,longitude,Mean_B2,Mean_B3,Mean_B4,Mean_B8,Mean_B11,Mean_B12,Mean_NBR,Std_NBR,Burn_Label
1,-0.680238,109.814188,1478.973432,1514.634633,1307.012142,3632.856596,1909.780114,1328.998656,0.464124,0.027269,0
2,-0.676892,109.813548,1472.902916,1529.016584,1329.224164,3564.897945,1916.474845,1291.253344,0.468128,0.027896,0
3,-0.672456,109.812995,1342.469776,1392.150904,1200.603309,3434.941191,1831.345040,1224.551186,0.474503,0.028054,0
4,-0.668041,109.812752,1644.577116,1650.106128,1461.994148,3553.609562,1941.260670,1398.618555,0.435545,0.031279,0
5,-0.663627,109.813066,1699.479370,1701.907070,1497.646873,3678.965202,2009.880421,1405.875146,0.446941,0.026980,0
6,-0.659068,109.813561,1778.827819,1764.620777,1558.286738,3749.072728,2023.946997,1497.895701,0.428768,0.021609,0
7,-0.654573,109.813841,1511.998346,1530.991173,1349.918724,3709.287497,1957.300236,1375.604309,0.458818,0.025824,0
8,-0.650087,109.814147,1705.335414,1734.366667,1549.856787,3786.216363,1957.691543,1411.495352,0.456530,0.020118,0
9,-0.645764,109.814451,2002.574684,1999.308424,1792.548242,3779.343331,1966.797644,1470.471127,0.437905,0.035342,0
11,-0.680699,109.817216,1741.641354,1757.227545,1558.567550,3641.351438,1908.059544,1393.510661,0.446552,0.029497,0
12,-0.677081,109.817185,1464.907033,1497.280125,1306.352630,3539.809756,1891.172505,1293.228958,0.464843,0.024572,0
13,-0.672558,109.817186,1503.035891,1545.566341,1356.882961,3530.947535,1902.792088,1291.775424,0.464154,0.019915,0
14,-0.668035,109.817187,1688.824336,1708.392907,1530.945213,3692.719101,1985.445390,1408.906267,0.448310,0.035319,0
15,-0.663513,109.817188,1755.693085,1746.114544,1545.976182,3713.963297,1992.210601,1420.739920,0.446813,0.028543,0
16,-0.658990,109.817189,1771.766603,1765.690340,1561.597971,3741.635908,2010.296416,1488.723558,0.430976,0.029604,0
17,-0.654467,109.817190,1778.196827,1786.155962,1604.651535,3761.977954,2026.908896,1525.044800,0.422839,0.022988,0
18,-0.649945,109.817191,1691.988238,1705.790137,1500.045123,3696.309944,1959.606615,1361.853040,0.461573,0.027150,0
19,-0.645422,109.817192,1519.189114,1561.924265,1352.841826,3758.786676,1944.116099,1315.398980,0.482025,0.031805,0
20,-0.641289,109.817649,1659.624980,1689.698485,1511.513166,3600.118004,1903.652108,1366.753587,0.446433,0.047341,0
21,-0.638220,109.818974,1905.186224,1931.408042,1723.936905,3931.049858,1917.334864,1426.484694,0.467118,0.019507,0
22,-0.680399,109.820542,1733.920744,1751.940741,1562.273330,3502.408753,1911.058911,1434.951156,0.417556,0.042891,0
23,-0.676988,109.821035,1711.206779,1732.209056,1593.473919,3406.995182,1808.819720,1323.849746,0.436666,0.055137,0
24,-0.672475,109.821570,1698.401814,1719.633914,1524.641114,3644.389457,1965.092935,1371.993397,0.452172,0.028841,0
25,-0.668036,109.821679,1668.972799,1690.874020,1511.878760,3683.132117,2010.332803,1440.706880,0.437699,0.024273,0
26,-0.663514,109.821681,1846.244439,1848.371831,1663.323882,3715.827711,2022.436465,1523.427253,0.418733,0.031684,0
27,-0.658991,109.821682,1620.926441,1645.905343,1447.013822,3790.173763,2021.608587,1439.153599,0.450351,0.035515,0
28,-0.654468,109.821683,1623.026410,1645.000522,1455.067522,3870.529495,2015.984793,1438.307587,0.458373,0.027523,0
29,-0.649946,109.821684,1430.862225,1485.591709,1301.792111,3814.890712,1969.345051,1315.256787,0.486965,0.025077,0
30,-0.645423,109.821685,1487.717480,1534.058193,1330.226986,3765.921585,1996.064939,1334.630408,0.476638,0.026313,0
31,-0.640900,109.821686,1594.150410,1625.023040,1422.831969,3689.401332,1960.215959,1328.043274,0.470228,0.023143,0
32,-0.636881,109.822110,1665.812064,1676.040280,1466.869223,3646.927235,1875.249759,1296.115407,0.470711,0.059160,0
34,-0.671406,109.826228,1742.406649,1718.686104,1507.347692,3702.632097,2004.499080,1357.506341,0.463464,0.029278,0
35,-0.668037,109.826172,1598.661702,1594.397473,1387.984967,3716.373491,1975.735395,1358.407800,0.464666,0.025676,0
36,-0.663515,109.826173,1732.988745,1744.457337,1545.983627,3758.099268,2031.714761,1443.378920,0.445106,0.025321,0
37,-0.658992,109.826174,1421.998980,1482.332111,1278.938595,3709.586255,1946.321460,1317.120435,0.475922,0.023846,0
38,-0.654469,109.826175,1629.714693,1642.551641,1430.590933,3791.024153,2010.409463,1368.046213,0.469407,0.027440,0
39,-0.649947,109.826176,1762.292283,1785.392767,1588.834607,3870.314238,2024.017889,1354.264526,0.480949,0.033147,0
40,-0.645424,109.826177,1810.074146,1814.434063,1604.249729,3861.460271,2027.946225,1441.980667,0.456221,0.030294,0
41,-0.640901,109.826178,1613.582498,1630.392033,1406.032046,3749.053388,1965.815306,1365.769781,0.465635,0.019818,0
42,-0.636379,109.826180,1502.786845,1522.615016,1312.337932,3691.227112,1913.785920,1290.211886,0.479525,0.041735,0
43,-0.632908,109.826733,1528.714058,1554.923903,1494.865692,3014.241089,1621.124867,1223.665143,0.411407,0.063251,0
44,-0.672040,109.830841,1706.684314,1707.546340,1513.507923,3741.291517,2009.678478,1406.346652,0.453153,0.024919,0
45,-0.668039,109.830665,1628.897908,1624.867087,1414.255235,3789.099475,2014.246204,1394.810387,0.461593,0.021248,0
46,-0.663516,109.830666,1622.666886,1644.175073,1449.391045,3762.056888,2017.856966,1420.275440,0.451673,0.022736,0
47,-0.658993,109.830667,1601.323995,1622.581429,1431.715402,3690.622528,1999.469399,1444.723219,0.437468,0.027319,0
48,-0.654470,109.830668,1472.903374,1484.676774,1296.745943,3580.040319,1974.885023,1291.692720,0.469830,0.032966,0
49,-0.649948,109.830669,1661.348288,1680.407734,1486.446786,3818.009130,2014.182496,1346.721587,0.478209,0.027374,0
50,-0.645425,109.830670,1763.568653,1782.441587,1563.921901,3996.184616,2053.896548,1439.217429,0.470705,0.035604,0
51,-0.640902,109.830671,1670.887428,1671.757910,1421.650533,3939.485796,2049.028933,1384.299078,0.479591,0.025467,0
52,-0.636380,109.830672,1420.880558,1468.419702,1234.558620,3819.574420,1939.193089,1291.337293,0.494621,0.026980,0
53,-0.631952,109.830755,1418.192272,1464.350129,1266.922853,3607.212832,1819.770123,1233.134076,0.487848,0.052813,0
54,-0.629082,109.832026,1742.963141,1821.032692,1807.857372,2808.625641,1518.080128,1292.028846,0.368902,0.029695,0
55,-0.675119,109.836048,1652.879259,1708.990815,1535.551556,3726.854538,1890.462127,1424.685185,0.446287,0.031711,0
56,-0.672550,109.835168,1770.681873,1779.876907,1592.210457,3694.743153,1952.056021,1452.182904,0.435508,0.022265,0
57,-0.668040,109.835158,1705.073924,1708.911491,1532.399083,3750.200451,1984.438668,1432.536360,0.446862,0.026509,0
58,-0.663517,109.835159,1637.433912,1626.899627,1410.701773,3754.220951,2015.538531,1366.989947,0.465821,0.021865,0
59,-0.658994,109.835160,1668.460518,1679.236360,1479.961382,3881.415391,2148.992951,1498.593565,0.442337,0.027160,0
60,-0.654471,109.835161,1512.333215,1536.263643,1347.673236,3662.998060,2022.128184,1393.683316,0.448764,0.033303,0
61,-0.649949,109.835162,1501.145641,1529.720121,1350.369710,3726.195406,2077.638169,1359.326438,0.464437,0.045025,0
62,-0.645426,109.835163,1523.338569,1566.392977,1362.506393,3829.432944,1977.610827,1320.796126,0.487002,0.031537,0
63,-0.640903,109.835164,1509.870465,1534.807602,1327.275637,3897.410970,2047.417995,1341.042739,0.487739,0.026750,0
64,-0.636381,109.835165,1531.533692,1562.947331,1339.226401,3963.282182,2040.818841,1373.399640,0.485307,0.030974,0
65,-0.631858,109.835166,1557.835959,1587.034741,1389.302343,3795.669190,1978.674626,1357.885687,0.473314,0.031116,0
66,-0.628077,109.835511,1694.421950,1720.642852,1583.923560,3505.914408,1831.848416,1384.450483,0.429765,0.048355,0
67,-0.675131,109.838086,1921.125926,1928.266204,1836.243056,3135.399074,1819.125000,1509.013889,0.349196,0.028447,0
68,-0.672378,109.838936,1714.288730,1712.908754,1574.442954,3373.127442,1840.262295,1417.898833,0.403891,0.054730,0
69,-0.668009,109.839226,1722.846452,1726.404726,1572.909879,3400.043239,1833.133569,1397.130830,0.412707,0.052245,0
70,-0.663465,109.839587,1695.833057,1692.600236,1499.237453,3584.342905,1887.189797,1345.887602,0.451244,0.043318,0
71,-0.658995,109.839653,1780.971303,1771.409893,1559.013106,3843.727663,2106.727108,1486.661955,0.442045,0.033182,0
72,-0.654472,109.839654,1512.259164,1504.760298,1336.828940,3605.721330,2016.417065,1417.582577,0.435164,0.037683,0
73,-0.649950,109.839655,1535.081329,1553.592051,1394.746590,3516.812735,2089.058769,1461.283880,0.411864,0.041122,0
74,-0.645427,109.839656,1491.749096,1510.943086,1311.345774,3796.980088,1961.074929,1286.969361,0.493517,0.029576,0
75,-0.640904,109.839657,1495.752422,1521.072136,1319.776724,3798.257559,1993.019638,1284.621960,0.494345,0.029166,0
76,-0.636382,109.839658,1612.762056,1615.914346,1408.745120,3938.109954,2081.264605,1410.073733,0.472534,0.028516,0
77,-0.631859,109.839659,1467.427130,1492.690042,1270.812108,3868.579431,2064.281058,1299.298966,0.497202,0.031684,0
78,-0.627348,109.839671,1497.214943,1543.353498,1353.017551,3688.907607,1946.721278,1332.618951,0.467283,0.042010,0
79,-0.624309,109.840615,1684.744253,1716.614655,1741.362069,2742.389080,1582.389655,1249.014368,0.369923,0.051404,0
80,-0.662125,109.842572,1676.461572,1676.328411,1574.304318,2988.582511,1645.171503,1273.255613,0.396241,0.058395,0
81,-0.658756,109.843913,1578.618875,1600.453001,1397.122979,3695.465322,1899.833271,1322.213552,0.471688,0.035594,0
82,-0.654474,109.844146,1671.239611,1662.081030,1467.599405,3829.031947,2191.772415,1565.595450,0.419567,0.034787,0
83,-0.649951,109.844147,1544.948180,1595.024580,1390.331392,3802.201740,2159.390942,1487.276413,0.437026,0.031573,0
84,-0.645428,109.844148,1709.597529,1722.204735,1494.033439,3858.849009,2059.099860,1390.663121,0.469942,0.027350,0
85,-0.640905,109.844149,1544.692318,1551.337852,1336.919673,3754.091101,2116.090110,1330.070270,0.476006,0.044457,0
86,-0.636383,109.844150,1370.667701,1417.073234,1223.301595,3770.636390,2213.828636,1367.378069,0.466143,0.039268,0
87,-0.631860,109.844151,1539.809871,1585.102553,1359.629522,3971.102305,2146.067378,1378.530653,0.484453,0.033401,0
88,-0.627337,109.844152,1593.832952,1617.293589,1384.342495,3866.517557,2057.911131,1370.664588,0.476538,0.032203,0
89,-0.623205,109.844411,1574.437239,1613.549255,1476.108565,3443.578756,1816.595055,1275.487030,0.452296,0.067939,0
91,-0.657551,109.848304,1752.314099,1761.486899,1559.908254,3852.711998,2041.880629,1437.470507,0.456306,0.036972,0
92,-0.654475,109.848639,1666.776547,1663.878782,1471.257036,3762.372974,2110.807240,1474.770427,0.437233,0.036169,0
93,-0.649952,109.848640,1565.265853,1585.607270,1378.672724,3804.140739,2093.727084,1349.819859,0.475764,0.025416,0
94,-0.645429,109.848641,1737.277065,1743.743851,1542.772063,3655.756355,2030.700215,1389.610064,0.448601,0.029866,0
95,-0.640906,109.848642,1634.813016,1641.561190,1443.552575,3630.925292,2170.257672,1447.347293,0.429812,0.038075,0
96,-0.636384,109.848643,1392.827221,1438.880352,1247.434961,3596.709652,1951.116139,1301.851843,0.467894,0.035666,0
97,-0.631861,109.848644,1370.425863,1403.759643,1192.864199,3924.333969,2044.412988,1256.904262,0.514963,0.036879,0
98,-0.627338,109.848645,1492.095999,1521.384629,1319.749303,3920.439225,2123.389694,1321.992884,0.495533,0.028088,0
99,-0.622815,109.848646,1304.561098,1351.821800,1143.043051,3775.062904,1993.063511,1151.023289,0.528210,0.051570,0
100,-0.619420,109.849200,1414.246799,1481.369193,1405.376494,3013.370659,1645.688107,1174.473810,0.423544,0.079081,0
101,-0.657108,109.852790,1717.071937,1720.492799,1529.816734,3690.267145,1936.132362,1445.720766,0.436645,0.023656,0
102,-0.654476,109.853132,1754.499051,1750.164559,1549.080796,3792.333928,2107.788141,1537.237053,0.423230,0.027593,0
103,-0.649953,109.853133,1651.148549,1660.598313,1452.889580,3745.685773,2030.305208,1374.932385,0.462709,0.036809,0
104,-0.645430,109.853134,1825.587524,1829.735115,1642.041965,3759.733467,2252.383417,1605.955265,0.401486,0.050753,0
105,-0.640907,109.853135,1537.749257,1538.283785,1371.266340,3406.318139,2022.780030,1404.574555,0.417160,0.038862,0
106,-0.636385,109.853136,1373.672567,1406.141941,1224.510620,3567.669107,2037.908028,1298.181421,0.464970,0.047094,0
107,-0.631862,109.853137,1450.754551,1477.674499,1263.933219,3975.679030,2080.681076,1312.152065,0.503952,0.032521,0
108,-0.627339,109.853138,1547.136884,1585.107871,1376.065433,3989.630780,2148.762194,1375.676980,0.487540,0.035638,0
109,-0.622816,109.853139,1407.001435,1448.733618,1227.160561,3908.557897,2039.937396,1254.448177,0.514113,0.030856,0
110,-0.618391,109.853227,1450.439044,1505.659696,1310.078737,3753.797007,1911.732663,1256.767157,0.494239,0.057017,0
111,-0.615394,109.854458,1624.666667,1626.663889,1590.234444,2771.627778,1620.472222,1360.370000,0.339093,0.033385,0
112,-0.657087,109.858000,1804.115296,1799.339791,1596.364488,3840.981578,2002.591522,1540.624949,0.427322,0.040706,0
113,-0.654477,109.857625,1721.861810,1720.642679,1512.621159,3862.292409,2105.609947,1486.973533,0.443721,0.029295,0
114,-0.649954,109.857626,1542.111493,1564.050790,1369.191563,3620.595812,2184.072276,1414.009133,0.437161,0.053110,0
115,-0.645431,109.857627,1481.893229,1478.825464,1317.853732,3328.575137,1942.992429,1365.484903,0.419280,0.045119,0
116,-0.640908,109.857628,1571.290830,1561.259278,1402.388031,3279.237798,1863.976408,1320.519088,0.425943,0.030967,0
117,-0.636386,109.857629,1493.346792,1503.031567,1309.496183,3778.582012,2170.027549,1372.722245,0.463244,0.043129,0
118,-0.631863,109.857630,1460.272850,1483.924150,1267.117444,4023.243285,2102.197217,1365.374108,0.493192,0.027739,0
119,-0.627340,109.857631,1437.306912,1515.659598,1279.053299,4164.131905,2142.104708,1325.120231,0.515772,0.038594,0
120,-0.622817,109.857632,1416.177800,1438.895844,1244.567726,3787.232376,1987.609570,1299.290857,0.489655,0.038287,0
121,-0.618295,109.857633,1210.214480,1286.340210,1077.928685,3778.792242,1978.204730,1163.558087,0.529151,0.027353,0
122,-0.614178,109.857951,1316.639919,1387.921207,1199.072060,3696.815522,1864.095437,1204.172740,0.501548,0.066690,0
123,-0.611255,109.859545,1399.047917,1422.050000,1364.801667,2747.368750,1551.966667,1180.496250,0.387694,0.079764,0
124,-0.662659,109.863616,1722.365265,1726.254006,1540.500726,3720.089764,1936.071769,1409.231753,0.449814,0.028503,0
125,-0.658710,109.862495,1829.507053,1814.716156,1606.986268,3869.658927,2076.260150,1539.139113,0.430460,0.028786,0
126,-0.654478,109.862117,1708.192611,1702.819055,1480.047220,3797.027112,2098.678661,1464.902920,0.441695,0.042245,0
127,-0.649955,109.862118,1587.083384,1570.345123,1399.383930,3383.684313,2044.508476,1431.083073,0.401650,0.069142,0
128,-0.645432,109.862119,1628.154354,1589.555408,1445.190611,3184.087787,1901.431853,1445.527566,0.375636,0.030800,0
129,-0.640909,109.862120,1650.739620,1599.575208,1452.004777,3164.073759,1834.130233,1375.706626,0.394100,0.022221,0
130,-0.636387,109.862121,1456.312402,1465.139736,1286.934296,3487.224854,1945.046604,1326.554354,0.445878,0.040766,0
131,-0.631864,109.862122,1497.774924,1534.280139,1305.537037,4029.961110,2050.878221,1336.840580,0.501873,0.025628,0
132,-0.627341,109.862123,1445.529756,1551.743034,1266.944148,4398.830922,2142.323991,1286.478422,0.545610,0.039277,0
133,-0.622818,109.862124,1467.788621,1491.662844,1269.432523,3862.554168,2019.747211,1277.939347,0.502166,0.028547,0
134,-0.618296,109.862125,1300.828865,1334.478257,1132.713373,3656.619890,1884.516607,1211.981758,0.502460,0.034276,0
135,-0.613773,109.862126,1219.445284,1287.755306,1088.448805,3654.308035,1906.519497,1188.256762,0.509103,0.024390,0
136,-0.609706,109.862658,1319.738690,1389.625435,1170.933868,3798.848140,1923.085252,1253.818043,0.503307,0.026479,0
137,-0.605742,109.863953,1360.634667,1398.782267,1178.250267,3961.103232,2067.817333,1247.801333,0.520568,0.025007,0
138,-0.671031,109.868373,1775.646255,1805.345412,1646.588483,3642.534319,1969.647659,1568.870787,0.397578,0.019185,0
139,-0.667670,109.867274,1650.661592,1662.334876,1470.127730,3761.334495,2019.656381,1455.777157,0.441479,0.027930,0
140,-0.663521,109.866612,1615.889060,1622.155816,1417.860555,3690.111771,1961.557196,1384.370873,0.453768,0.036146,0
141,-0.659001,109.866609,1615.524314,1635.754278,1436.733351,3617.344710,2026.814372,1399.157293,0.440432,0.038289,0
142,-0.654479,109.866610,1571.484450,1555.894628,1412.927554,3152.062302,2009.802917,1414.587423,0.379267,0.047333,0
143,-0.649956,109.866611,1568.443486,1552.917179,1433.574838,3118.545428,1934.684115,1472.285034,0.359785,0.035721,0
144,-0.645433,109.866612,1680.504210,1636.299631,1497.709886,3216.638510,1844.310116,1420.081070,0.388191,0.028247,0
145,-0.640910,109.866613,1642.453077,1606.144740,1467.757309,3219.191809,1895.593170,1454.320163,0.377853,0.024454,0
146,-0.636388,109.866614,1369.283896,1380.500314,1232.106113,3206.902609,1839.135609,1301.612204,0.419564,0.052256,0
147,-0.631865,109.866615,1411.430990,1429.392781,1245.615124,3568.216392,1949.866700,1291.880914,0.465805,0.033820,0
148,-0.627342,109.866616,1395.303597,1452.164728,1214.847337,4077.312033,2109.232863,1303.794739,0.515052,0.023400,0
149,-0.622819,109.866617,1334.821191,1404.840359,1182.904316,3890.141311,2047.227691,1284.405055,0.502863,0.034495,0
150,-0.618297,109.866618,1444.806620,1473.367964,1262.949118,3658.475671,1906.566395,1308.728413,0.472983,0.036517,0
151,-0.613774,109.866619,1319.698809,1347.325874,1157.839195,3535.471218,1862.390244,1207.382721,0.491279,0.029132,0
152,-0.609251,109.866620,1338.683794,1383.054373,1204.446372,3681.208941,1901.559208,1280.644272,0.483935,0.026664,0
153,-0.604734,109.866627,1274.785218,1319.667515,1103.283785,3771.190029,2011.116156,1248.003094,0.502426,0.028703,0
154,-0.600359,109.867027,1139.323007,1242.017457,1016.591386,3802.928012,1969.315197,1159.829799,0.532575,0.029329,0
155,-0.596224,109.867856,1506.342077,1559.359959,1365.596367,3816.399866,1961.927737,1353.284443,0.474286,0.042123,0
157,-0.675750,109.872517,1605.440816,1606.568921,1426.110039,3566.053795,1932.246860,1513.997182,0.403798,0.024964,0
158,-0.672371,109.871313,1586.891035,1599.729836,1403.243407,3697.805756,1959.960328,1440.155833,0.439472,0.034154,0
159,-0.668048,109.871100,1553.900199,1582.121176,1365.743790,3873.119351,2105.749764,1433.866048,0.458459,0.042948,0
160,-0.663525,109.871101,1557.424745,1564.846898,1421.173139,3303.890011,2166.403777,1460.063132,0.384277,0.075694,0
161,-0.659002,109.871102,1531.690267,1495.883780,1373.014471,2996.961474,2004.743262,1431.405594,0.353337,0.050787,0
162,-0.654480,109.871103,1533.066764,1500.626515,1377.658521,3017.047931,1833.410758,1321.861574,0.391108,0.030518,0
163,-0.649957,109.871104,1579.828992,1527.437176,1399.902856,3116.328692,1822.747450,1349.353232,0.396040,0.028264,0
164,-0.645434,109.871105,1551.005477,1516.242679,1377.188422,3151.756918,1845.726866,1333.725866,0.405900,0.031056,0
165,-0.640911,109.871106,1351.278259,1335.860224,1208.635378,3035.499481,1717.952665,1248.390639,0.418362,0.034124,0
166,-0.636389,109.871107,1393.903289,1368.399425,1230.605879,3029.876895,1667.336412,1209.947156,0.429523,0.024481,0
167,-0.631866,109.871108,1269.496666,1248.760348,1100.108544,3010.639778,1555.580585,1101.970804,0.464443,0.026010,0
168,-0.627343,109.871109,1455.514476,1484.559401,1289.029245,3684.697033,1879.258894,1326.448680,0.468747,0.037539,0
169,-0.622820,109.871110,1399.669744,1471.489984,1216.227825,4058.494100,2038.650623,1318.395048,0.508720,0.037779,0
170,-0.618298,109.871111,1370.860220,1499.468983,1197.757201,4228.917214,2022.639796,1260.355022,0.539140,0.038835,0
171,-0.613775,109.871112,1290.948965,1346.241286,1150.552290,3603.375301,1836.202986,1206.203745,0.498383,0.026330,0
172,-0.609252,109.871113,1493.252832,1527.079430,1319.931706,3775.509861,1948.367437,1321.330517,0.481310,0.025401,0
173,-0.604729,109.871114,1344.801499,1372.458046,1156.644971,3811.916344,1942.038916,1232.320991,0.511102,0.031269,0
174,-0.600207,109.871115,1290.966696,1354.238646,1137.788153,3830.942098,1903.760404,1209.946245,0.519547,0.030361,0
175,-0.595684,109.871115,1383.847441,1456.269032,1265.242462,3857.477022,2003.503425,1303.510014,0.493594,0.042435,0
176,-0.592357,109.871657,1498.256918,1562.760586,1573.644526,2639.359532,1500.693207,1186.624828,0.370005,0.070739,0
177,-0.680270,109.876895,1970.336350,1959.225581,1789.868396,3598.400385,1994.214680,1611.056291,0.378320,0.047186,0
178,-0.676954,109.875732,1718.681938,1699.304977,1513.746648,3702.481017,1982.705332,1509.305510,0.420667,0.031467,0
179,-0.672572,109.875592,1660.682463,1679.114944,1500.974626,3826.647326,2132.736931,1569.460109,0.417543,0.042981,0
180,-0.668049,109.875593,1848.781554,1829.463129,1678.654187,3417.297511,2168.776771,1615.056177,0.357722,0.038562,0
181,-0.663526,109.875594,1828.626675,1782.051002,1636.214462,3189.800279,1963.102818,1477.275883,0.367988,0.037277,0
182,-0.659004,109.875595,1704.282081,1634.427602,1500.965613,3027.369225,1935.052325,1425.714893,0.361380,0.057348,0
183,-0.654481,109.875596,1673.809497,1608.480002,1467.082129,3119.573103,1847.384148,1386.042762,0.385170,0.032065,0
184,-0.649958,109.875597,1469.589764,1463.605208,1343.595082,3055.021515,1762.898399,1245.073829,0.421566,0.039049,0
185,-0.645435,109.875598,1437.775272,1404.135156,1267.956650,3029.873032,1704.161461,1223.185362,0.425247,0.030499,0
186,-0.640912,109.875599,1437.471365,1406.778346,1282.526741,3012.997798,1671.254461,1239.496259,0.417657,0.032223,0
187,-0.636390,109.875600,1466.958079,1426.783419,1286.538060,3054.207568,1616.215279,1203.644694,0.434726,0.023893,0
188,-0.631867,109.875601,1380.844323,1347.181015,1207.982832,2988.705259,1554.391701,1148.475260,0.446101,0.037960,0
189,-0.627344,109.875602,1596.363371,1593.743211,1443.745012,3284.572535,1889.127901,1430.952676,0.392291,0.032564,0
190,-0.622821,109.875603,1551.913731,1598.288222,1375.391918,4027.304790,2088.687356,1436.966711,0.472746,0.042441,0
191,-0.618299,109.875604,1531.527205,1664.248483,1339.289840,4641.850939,2062.482475,1350.888513,0.548895,0.025810,0
192,-0.613776,109.875604,1506.044839,1550.409913,1318.544300,3932.114544,1899.037353,1321.543388,0.495091,0.035306,0
193,-0.609253,109.875605,1486.078320,1526.477687,1295.794643,3905.050103,1871.934173,1306.440706,0.498113,0.023770,0
194,-0.604730,109.875606,1463.015431,1506.585771,1285.249669,3947.757688,1850.629711,1287.727877,0.508106,0.033522,0
195,-0.600207,109.875607,1335.466651,1404.566694,1176.684327,3966.598578,1847.254729,1211.865347,0.531625,0.031564,0
196,-0.595685,109.875608,1295.494427,1379.650810,1149.513837,3929.475750,1928.326365,1192.766381,0.534130,0.033809,0
197,-0.591448,109.875772,1434.218994,1501.342424,1386.397587,3426.391099,1781.790889,1212.458298,0.465006,0.074464,0
199,-0.716991,109.881240,1431.348728,1439.369584,1281.880318,3352.128034,1690.933449,1215.457842,0.462707,0.059034,0
200,-0.713255,109.880672,1455.881316,1488.127252,1313.578962,3549.836900,1781.204604,1247.713416,0.476294,0.060193,0
201,-0.709426,109.881201,1585.718246,1603.025565,1455.356718,3302.199366,1740.410005,1309.854023,0.426621,0.058350,0
203,-0.685198,109.881411,1692.334259,1661.064686,1481.434755,3644.805637,1857.189058,1436.906121,0.433055,0.041171,0
204,-0.681492,109.880213,1863.316520,1862.016661,1663.181015,3815.122215,2008.601804,1600.938425,0.408359,0.036715,0
205,-0.677096,109.880083,1780.243380,1793.630667,1595.996715,4007.461349,2221.258383,1604.460302,0.427126,0.045051,0
206,-0.672573,109.880084,1740.575526,1709.706021,1554.907728,3370.718770,2117.967042,1582.418760,0.359740,0.042741,0
207,-0.668050,109.880085,1734.309826,1700.602176,1570.853138,3180.556275,1981.619093,1518.121668,0.354072,0.030466,0
208,-0.663527,109.880086,1662.391024,1617.549998,1476.796160,3127.653922,1871.406783,1438.215755,0.371160,0.036323,0
209,-0.659005,109.880087,1560.350899,1505.265276,1372.849143,2989.221321,1863.246526,1373.735520,0.371762,0.049339,0
210,-0.654482,109.880088,1446.939798,1432.019953,1307.479087,2975.561445,1836.205092,1322.045285,0.385398,0.046444,0
211,-0.649959,109.880089,1484.774204,1465.158050,1338.179704,2994.629669,1816.852939,1305.646746,0.393396,0.053263,0
212,-0.645436,109.880090,1379.806948,1379.343942,1261.517048,3000.191297,1711.532173,1261.791236,0.408562,0.041315,0
213,-0.640913,109.880091,1540.052776,1528.024069,1387.244256,3108.465278,1713.093475,1308.171899,0.407354,0.020191,0
214,-0.636391,109.880092,1440.646784,1406.030255,1272.357616,3033.085664,1693.015522,1249.013578,0.416644,0.018931,0
215,-0.631868,109.880093,1469.885429,1446.482187,1316.629765,3064.557288,1699.875500,1254.535055,0.419006,0.021932,0
216,-0.627345,109.880094,1478.034687,1469.136760,1336.772819,3123.006430,1794.314334,1360.744342,0.393153,0.019526,0
217,-0.622822,109.880095,1514.303597,1543.463701,1341.464760,3693.232575,2070.157058,1409.014579,0.442455,0.066393,0
218,-0.618300,109.880096,1534.975378,1607.368610,1354.665682,4106.449636,1942.391365,1353.744537,0.502191,0.033604,0
219,-0.613777,109.880097,1574.894111,1608.608760,1379.817075,3818.538649,1866.698512,1340.247351,0.479870,0.027796,0
220,-0.609254,109.880098,1510.007687,1554.162269,1281.890306,4011.760457,1799.605207,1260.719048,0.521439,0.025978,0
221,-0.604731,109.880099,1459.153431,1517.691642,1250.320244,4125.519420,1818.290960,1288.568013,0.523503,0.029345,0
222,-0.600208,109.880100,1262.545523,1368.014517,1093.154382,4152.809585,1812.560279,1152.129224,0.565237,0.032950,0
223,-0.595686,109.880101,1320.868194,1414.558664,1140.372115,4162.757338,1860.531568,1186.930611,0.555881,0.039693,0
224,-0.591163,109.880102,1460.404173,1536.955136,1331.801022,3879.320015,1924.715271,1280.343644,0.498683,0.054520,0
225,-0.587419,109.880835,1357.650974,1458.394071,1489.891280,2462.179531,1568.334148,1186.149689,0.343535,0.092126,0
226,-0.582893,109.882231,1284.173504,1356.884615,1508.939973,1879.611111,1167.871795,938.296581,0.333894,0.041388,0
227,-0.576901,109.882124,1274.492904,1386.993594,1542.363696,1990.258622,1251.771370,972.437294,0.342749,0.039145,0
228,-0.572660,109.881525,1157.654079,1277.674805,1142.888253,3392.729000,1718.100089,1094.703778,0.494876,0.090390,0
229,-0.568477,109.880813,1397.713546,1474.402016,1284.840934,3668.354366,1837.819932,1212.387419,0.496423,0.061321,0
230,-0.564124,109.880865,1419.853747,1507.415398,1390.904754,3311.629472,1745.634517,1204.462725,0.452728,0.093305,0
231,-0.560220,109.881462,1682.323820,1790.661816,1834.677462,2647.829468,1571.629468,1300.769584,0.338494,0.041444,0
233,-0.724755,109.886655,1068.826923,1192.532051,1114.146154,2695.958608,1420.961538,977.000000,0.462685,0.049005,0
234,-0.721744,109.885337,1434.053557,1513.182722,1370.849057,3583.222728,2034.819303,1459.548849,0.417736,0.095114,0
235,-0.717798,109.884571,1327.682297,1414.004822,1202.776491,3902.466490,1923.633160,1254.322903,0.512559,0.034261,0
