pixel_id,latitude,longitude,Hotspot_Frequency,Confidence_Score,FRP_Max
5406,-0.860698,110.558469,1,0.5,4.44
5407,-0.860698,110.561838,1,0.5,4.44
5408,-0.860698,110.565207,1,0.5,4.44
5409,-0.860698,110.774065,1,0.5,3.31
5410,-0.860698,110.777434,1,0.5,3.31
5411,-0.860698,110.780802,1,0.5,3.31
5412,-0.860698,110.784171,1,0.5,3.31
5413,-0.860698,110.804383,1,0.5,4.74
5414,-0.860698,110.807752,1,0.5,4.74
5415,-0.860698,110.851545,1,0.5,3.44
5416,-0.860698,110.854913,2,0.5,7.67
5417,-0.860698,110.858282,2,0.5,7.67
5418,-0.860698,110.861651,1,0.5,7.67
5419,-0.864067,110.24855,1,1.0,9.68
5420,-0.864067,110.251919,1,1.0,9.68
5421,-0.864067,110.255288,1,1.0,9.68
5422,-0.864067,110.312555,1,0.5,3.48
5423,-0.864067,110.315924,1,0.5,3.48
5424,-0.864067,110.32603,1,1.0,13.34
5425,-0.864067,110.329399,1,1.0,13.34
5426,-0.864067,110.332768,1,1.0,13.34
5427,-0.864067,110.336136,1,0.5,10.76
5428,-0.864067,110.40351,1,0.5,4.88
5429,-0.864067,110.406879,1,0.5,4.88
5430,-0.864067,110.410247,1,0.5,4.88
5431,-0.864067,110.413616,1,0.5,7.49
5432,-0.864067,110.416985,1,0.5,7.49
5433,-0.864067,110.420353,1,0.5,7.49
5434,-0.864067,110.494464,1,0.5,5.48
5435,-0.864067,110.497833,1,0.5,5.48
5436,-0.864067,110.501202,1,0.5,5.48
5437,-0.864067,110.50457,1,0.5,12.32
5438,-0.864067,110.507939,2,0.5,12.32
5439,-0.864067,110.511308,2,0.5,12.32
5440,-0.864067,110.514676,1,0.5,4.62
5441,-0.864067,110.518045,1,0.5,5.43
5442,-0.864067,110.521414,2,0.5,6.36
5443,-0.864067,110.524782,2,0.5,8.53
5444,-0.864067,110.528151,1,0.5,11.98
5445,-0.864067,110.53152,1,0.5,11.98
5446,-0.864067,110.558469,1,0.5,5.73
5447,-0.864067,110.561838,2,0.5,7.13
5448,-0.864067,110.565207,2,0.5,7.13
5449,-0.864067,110.568575,1,0.5,7.13
5450,-0.864067,110.774065,1,0.5,3.31
5451,-0.864067,110.777434,1,0.5,3.31
5452,-0.864067,110.780802,1,0.5,3.31
5453,-0.864067,110.804383,1,0.5,4.74
5454,-0.864067,110.807752,2,0.5,5.07
5455,-0.864067,110.81112,1,0.5,5.07
5456,-0.864067,110.814489,1,0.5,5.07
5457,-0.864067,110.821226,1,0.5,25.19
5458,-0.864067,110.824595,1,0.5,25.19
5459,-0.864067,110.827964,1,0.5,25.19
5460,-0.864067,110.851545,1,0.5,3.44
5461,-0.864067,110.854913,2,0.5,7.67
5462,-0.864067,110.858282,2,0.5,7.67
5463,-0.864067,110.861651,1,0.5,7.67
5464,-0.864067,110.878494,1,0.5,5.67
5465,-0.864067,110.881863,1,0.5,5.67
5466,-0.864067,110.885231,1,0.5,5.67
5467,-0.867436,110.329399,1,0.5,10.76
5468,-0.867436,110.332768,1,0.5,10.76
5469,-0.867436,110.336136,1,0.5,10.76
5470,-0.867436,110.413616,1,0.5,7.49
5471,-0.867436,110.416985,1,0.5,7.49
5472,-0.867436,110.420353,1,0.5,7.49
5473,-0.867436,110.464146,1,0.5,38.15
5474,-0.867436,110.467515,1,0.5,38.15
5475,-0.867436,110.470884,1,0.5,38.15
5476,-0.867436,110.50457,1,0.5,12.32
5477,-0.867436,110.507939,2,0.5,12.32
5478,-0.867436,110.511308,2,0.5,12.32
5479,-0.867436,110.514676,1,0.5,4.62
5480,-0.867436,110.518045,2,0.5,7.32
5481,-0.867436,110.521414,3,0.5,8.53
5482,-0.867436,110.524782,3,0.5,8.53
5483,-0.867436,110.528151,1,0.5,11.98
5484,-0.867436,110.53152,1,0.5,11.98
5485,-0.867436,110.558469,1,0.5,5.73
5486,-0.867436,110.561838,2,0.5,7.13
5487,-0.867436,110.565207,2,0.5,7.13
5488,-0.867436,110.568575,1,0.5,7.13
5489,-0.867436,110.807752,2,0.5,26.84
5490,-0.867436,110.81112,2,0.5,26.84
5491,-0.867436,110.814489,2,0.5,26.84
5492,-0.867436,110.821226,1,0.5,25.19
5493,-0.867436,110.824595,1,0.5,25.19
5494,-0.867436,110.827964,1,0.5,25.19
5495,-0.867436,110.851545,1,0.5,3.44
5496,-0.867436,110.854913,2,0.5,9.18
5497,-0.867436,110.858282,2,0.5,9.18
5498,-0.867436,110.861651,1,0.5,9.18
5499,-0.867436,110.875125,1,0.5,9.17
5500,-0.867436,110.878494,1,0.5,9.17
5501,-0.867436,110.881863,1,0.5,9.17
5502,-0.867436,110.885231,1,0.5,9.17
5503,-0.870804,110.184546,1,0.5,8.47
5504,-0.870804,110.187914,1,0.5,8.47
5505,-0.870804,110.191283,1,0.5,8.47
5506,-0.870804,110.251919,1,0.5,4.7
5507,-0.870804,110.255288,2,0.5,4.7
5508,-0.870804,110.258657,2,0.5,4.7
5509,-0.870804,110.262025,1,0.5,3.18
5510,-0.870804,110.265394,1,0.5,3.33
5511,-0.870804,110.268763,1,0.5,3.33
5512,-0.870804,110.413616,1,0.5,7.49
5513,-0.870804,110.416985,2,0.5,7.49
5514,-0.870804,110.420353,2,0.5,7.49
5515,-0.870804,110.423722,1,0.5,6.28
5516,-0.870804,110.460777,1,0.5,13.61
5517,-0.870804,110.464146,1,0.5,38.15
5518,-0.870804,110.467515,1,0.5,38.15
5519,-0.870804,110.470884,1,0.5,38.15
5520,-0.870804,110.507939,1,0.5,4.62
5521,-0.870804,110.511308,1,0.5,4.62
5522,-0.870804,110.514676,1,0.5,4.62
5523,-0.870804,110.518045,2,0.5,7.32
5524,-0.870804,110.521414,2,0.5,7.32
5525,-0.870804,110.524782,1,0.5,7.32
5526,-0.870804,110.548363,1,0.5,4.07
5527,-0.870804,110.551732,1,0.5,4.07
5528,-0.870804,110.555101,1,0.5,4.07
5529,-0.870804,110.561838,1,0.5,3.45
5530,-0.870804,110.565207,1,0.5,3.45
5531,-0.870804,110.568575,1,0.5,3.45
5532,-0.870804,110.807752,2,0.5,26.84
5533,-0.870804,110.81112,2,0.5,26.84
5534,-0.870804,110.814489,2,0.5,26.84
5535,-0.870804,110.824595,1,0.5,5.54
5536,-0.870804,110.827964,1,0.5,5.54
5537,-0.870804,110.831333,1,0.5,5.54
5538,-0.870804,110.851545,1,0.5,9.23
5539,-0.870804,110.854913,1,0.5,9.23
5540,-0.870804,110.858282,1,0.5,9.23
5541,-0.870804,110.861651,1,0.5,9.18
5542,-0.870804,110.871757,1,0.5,2.63
5543,-0.870804,110.875125,1,0.5,9.17
5544,-0.870804,110.878494,1,0.5,9.17
5545,-0.870804,110.881863,1,0.5,9.17
5546,-0.870804,110.885231,1,0.5,9.17
5547,-0.870804,110.8886,1,0.5,8.08
5548,-0.874173,110.184546,1,0.5,8.47
5549,-0.874173,110.187914,1,0.5,8.47
5550,-0.874173,110.191283,1,0.5,8.47
5551,-0.874173,110.251919,1,0.5,4.7
5552,-0.874173,110.255288,2,0.5,4.7
5553,-0.874173,110.258657,2,0.5,4.7
5554,-0.874173,110.262025,1,0.5,3.18
5555,-0.874173,110.265394,1,0.5,3.33
5556,-0.874173,110.268763,1,0.5,3.33
5557,-0.874173,110.416985,1,0.5,6.28
5558,-0.874173,110.420353,1,0.5,6.28
5559,-0.874173,110.423722,1,0.5,6.28
5560,-0.874173,110.460777,1,0.5,13.61
5561,-0.874173,110.464146,1,0.5,38.15
5562,-0.874173,110.467515,1,0.5,38.15
5563,-0.874173,110.470884,1,0.5,38.15
5564,-0.874173,110.518045,1,0.5,7.32
5565,-0.874173,110.521414,1,0.5,7.32
5566,-0.874173,110.524782,1,0.5,7.32
5567,-0.874173,110.541626,1,0.5,2.64
5568,-0.874173,110.544995,1,0.5,2.64
5569,-0.874173,110.548363,1,0.5,4.07
5570,-0.874173,110.551732,1,0.5,4.07
5571,-0.874173,110.555101,1,0.5,4.07
5572,-0.874173,110.807752,1,0.5,26.84
5573,-0.874173,110.81112,1,0.5,26.84
5574,-0.874173,110.814489,1,0.5,26.84
5575,-0.874173,110.824595,1,0.5,5.54
5576,-0.874173,110.827964,1,0.5,5.54
5577,-0.874173,110.831333,1,0.5,5.54
5578,-0.874173,110.844807,1,0.5,17.59
5579,-0.874173,110.848176,1,0.5,17.59
5580,-0.874173,110.851545,1,0.5,9.23
5581,-0.874173,110.854913,1,0.5,9.23
5582,-0.874173,110.858282,1,0.5,9.23
5583,-0.874173,110.861651,1,0.5,9.18
5584,-0.874173,110.871757,1,0.5,2.63
5585,-0.874173,110.875125,1,0.5,9.17
5586,-0.874173,110.878494,1,0.5,9.17
5587,-0.874173,110.881863,1,0.5,9.17
5588,-0.874173,110.885231,1,0.5,9.17
5589,-0.874173,110.8886,1,0.5,8.08
5590,-0.877542,110.255288,1,0.5,3.18
5591,-0.877542,110.258657,1,0.5,3.18
5592,-0.877542,110.262025,1,0.5,3.18
5593,-0.877542,110.265394,1,0.5,3.33
5594,-0.877542,110.268763,1,0.5,3.33
5595,-0.877542,110.336136,1,0.5,5.82
5596,-0.877542,110.339505,1,0.5,5.82
5597,-0.877542,110.342874,1,0.5,5.82
5598,-0.877542,110.416985,1,0.5,6.28
5599,-0.877542,110.420353,1,0.5,6.28
5600,-0.877542,110.423722,1,0.5,6.28
5601,-0.877542,110.518045,1,0.5,7.32
5602,-0.877542,110.521414,1,0.5,7.32
5603,-0.877542,110.524782,1,0.5,7.32
5604,-0.877542,110.541626,1,0.5,2.64
5605,-0.877542,110.544995,1,0.5,2.64
5606,-0.877542,110.548363,1,0.5,4.07
5607,-0.877542,110.551732,1,0.5,4.07
5608,-0.877542,110.555101,1,0.5,4.07
5609,-0.877542,110.639318,1,0.5,10.18
5610,-0.877542,110.642686,1,0.5,10.18
5611,-0.877542,110.801014,1,0.5,2.0
5612,-0.877542,110.804383,1,0.5,2.0
5613,-0.877542,110.807752,1,0.5,9.08
5614,-0.877542,110.81112,1,0.5,9.08
5615,-0.877542,110.814489,1,0.5,9.08
5616,-0.877542,110.844807,1,0.5,17.59
5617,-0.877542,110.848176,1,0.5,17.59
5618,-0.877542,110.851545,1,0.5,9.23
5619,-0.877542,110.854913,1,0.5,9.23
5620,-0.877542,110.858282,1,0.5,9.23
5621,-0.877542,110.871757,1,0.5,2.63
5622,-0.877542,110.875125,1,0.5,9.17
5623,-0.877542,110.878494,1,0.5,9.17
5624,-0.877542,110.881863,1,0.5,9.17
5625,-0.88091,110.167702,1,0.5,3.37
5626,-0.88091,110.255288,1,0.5,3.18
5627,-0.88091,110.258657,1,0.5,3.18
5628,-0.88091,110.262025,1,0.5,3.18
5629,-0.88091,110.336136,1,0.5,5.82
5630,-0.88091,110.339505,1,0.5,5.82
5631,-0.88091,110.342874,1,0.5,5.82
5632,-0.88091,110.497833,1,0.5,13.48
5633,-0.88091,110.501202,1,0.5,13.48
5634,-0.88091,110.507939,2,0.5,8.29
5635,-0.88091,110.511308,2,0.5,9.26
5636,-0.88091,110.514676,2,0.5,9.26
5637,-0.88091,110.518045,1,0.5,9.26
5638,-0.88091,110.521414,1,0.5,9.26
5639,-0.88091,110.541626,1,0.5,2.64
5640,-0.88091,110.544995,1,0.5,2.64
5641,-0.88091,110.548363,1,0.5,2.64
5642,-0.88091,110.639318,1,0.5,10.18
5643,-0.88091,110.642686,1,0.5,10.18
5644,-0.88091,110.801014,1,0.5,2.0
5645,-0.88091,110.804383,1,0.5,2.0
5646,-0.88091,110.844807,1,0.5,17.59
5647,-0.88091,110.848176,1,0.5,17.59
5648,-0.88091,110.851545,1,0.5,17.59
5649,-0.88091,110.854913,1,0.5,9.23
5650,-0.88091,110.858282,1,0.5,9.23
5651,-0.884279,110.164333,1,0.5,3.37
5652,-0.884279,110.167702,1,0.5,3.37
5653,-0.884279,110.45404,1,0.5,41.37
5654,-0.884279,110.457409,1,0.5,41.37
5655,-0.884279,110.460777,1,0.5,41.37
5656,-0.884279,110.497833,1,0.5,13.48
5657,-0.884279,110.501202,1,0.5,13.48
5658,-0.884279,110.50457,1,0.5,6.43
5659,-0.884279,110.507939,2,0.5,8.29
5660,-0.884279,110.511308,2,0.5,9.29
5661,-0.884279,110.514676,2,0.5,9.29
5662,-0.884279,110.518045,1,0.5,9.29
5663,-0.884279,110.521414,1,0.5,9.29
5664,-0.884279,110.528151,1,0.5,11.34
5665,-0.884279,110.53152,1,0.5,11.34
5666,-0.884279,110.534888,1,0.5,11.34
5667,-0.884279,110.639318,1,0.5,10.18
5668,-0.884279,110.642686,1,0.5,10.18
5669,-0.884279,110.797646,1,0.5,2.85
5670,-0.884279,110.801014,2,0.5,2.85
5671,-0.884279,110.804383,1,0.5,2.0
5672,-0.884279,110.875125,1,0.5,2.88
5673,-0.884279,110.878494,1,0.5,2.88
5674,-0.884279,110.881863,1,0.5,2.88
5675,-0.884279,110.8886,1,0.5,2.63
5676,-0.884279,110.891969,1,0.5,2.63
5677,-0.884279,110.895337,1,0.5,2.63
5678,-0.887648,110.164333,1,0.5,3.37
5679,-0.887648,110.167702,1,0.5,3.37
5680,-0.887648,110.45404,1,0.5,41.37
5681,-0.887648,110.457409,1,0.5,41.37
5682,-0.887648,110.460777,1,0.5,41.37
5683,-0.887648,110.497833,1,0.5,13.48
5684,-0.887648,110.501202,1,0.5,13.48
5685,-0.887648,110.50457,1,0.5,6.43
5686,-0.887648,110.507939,2,0.5,6.76
5687,-0.887648,110.511308,2,0.5,9.29
5688,-0.887648,110.514676,1,0.5,9.29
5689,-0.887648,110.518045,1,0.5,9.29
5690,-0.887648,110.521414,1,0.5,9.29
5691,-0.887648,110.524782,1,0.5,12.53
5692,-0.887648,110.528151,1,0.5,12.53
5693,-0.887648,110.53152,1,0.5,12.53
5694,-0.887648,110.534888,1,0.5,11.34
5695,-0.887648,110.797646,1,0.5,2.85
5696,-0.887648,110.801014,1,0.5,2.85
5697,-0.887648,110.827964,1,0.5,9.18
5698,-0.887648,110.831333,1,0.5,9.18
5699,-0.887648,110.834701,1,0.5,9.18
5700,-0.887648,110.875125,1,0.5,2.88
5701,-0.887648,110.878494,1,0.5,2.88
5702,-0.887648,110.881863,1,0.5,2.88
5703,-0.887648,110.8886,1,0.5,2.63
5704,-0.887648,110.891969,1,0.5,2.63
5705,-0.887648,110.895337,1,0.5,2.63
5706,-0.891016,110.45404,1,0.5,46.12
5707,-0.891016,110.457409,1,0.5,46.12
5708,-0.891016,110.50457,1,0.5,6.43
5709,-0.891016,110.507939,1,0.5,6.43
5710,-0.891016,110.511308,2,0.5,9.29
5711,-0.891016,110.514676,1,0.5,9.29
5712,-0.891016,110.518045,1,0.5,9.29
5713,-0.891016,110.521414,1,0.5,9.29
5714,-0.891016,110.524782,1,0.5,12.53
5715,-0.891016,110.528151,1,0.5,12.53
5716,-0.891016,110.53152,1,0.5,12.53
5717,-0.891016,110.534888,1,0.5,11.34
5718,-0.891016,110.814489,1,0.5,7.17
5719,-0.891016,110.817858,1,0.5,7.17
5720,-0.891016,110.821226,1,0.5,7.17
5721,-0.891016,110.827964,1,0.5,9.18
5722,-0.891016,110.831333,1,0.5,9.18
5723,-0.891016,110.834701,1,0.5,9.18
5724,-0.891016,110.8886,1,0.5,2.63
5725,-0.891016,110.891969,1,0.5,2.63
5726,-0.891016,110.895337,1,0.5,2.63
5727,-0.894385,110.45404,1,0.5,46.12
5728,-0.894385,110.457409,1,0.5,46.12
5729,-0.894385,110.494464,1,0.5,79.97
5730,-0.894385,110.497833,1,0.5,8.51
5731,-0.894385,110.501202,1,0.5,8.51
5732,-0.894385,110.524782,2,0.75,18.98
5733,-0.894385,110.528151,2,0.75,18.98
5734,-0.894385,110.53152,2,0.75,18.98
5735,-0.894385,110.814489,1,0.5,7.17
5736,-0.894385,110.817858,1,0.5,7.17
5737,-0.894385,110.821226,1,0.5,7.17
5738,-0.894385,110.827964,1,0.5,9.18
5739,-0.894385,110.831333,1,0.5,9.18
5740,-0.894385,110.834701,1,0.5,9.18
5741,-0.897754,110.45404,1,0.5,46.12
5742,-0.897754,110.457409,1,0.5,46.12
5743,-0.897754,110.494464,1,0.5,79.97
5744,-0.897754,110.497833,2,0.5,8.51
5745,-0.897754,110.501202,2,0.5,8.51
5746,-0.897754,110.50457,2,0.5,4.97
5747,-0.897754,110.507939,1,0.5,4.97
5748,-0.897754,110.511308,1,0.5,4.97
5749,-0.897754,110.524782,2,0.75,18.98
5750,-0.897754,110.528151,2,0.75,18.98
5751,-0.897754,110.53152,2,0.75,18.98
5752,-0.897754,110.814489,1,0.5,7.17
5753,-0.897754,110.817858,1,0.5,7.17
5754,-0.897754,110.821226,1,0.5,7.17
5755,-0.897754,110.827964,1,0.5,9.18
5756,-0.897754,110.831333,1,0.5,9.18
5757,-0.897754,110.834701,1,0.5,9.18
5758,-0.901123,110.497833,1,0.5,4.72
5759,-0.901123,110.501202,1,0.5,4.72
5760,-0.901123,110.50457,2,0.5,4.97
5761,-0.901123,110.507939,1,0.5,4.97
5762,-0.901123,110.511308,1,0.5,4.97
5763,-0.901123,110.514676,1,0.5,9.33
5764,-0.901123,110.524782,1,1.0,18.98
5765,-0.901123,110.528151,1,1.0,18.98
5766,-0.901123,110.53152,1,1.0,18.98
5767,-0.901123,110.78754,1,0.5,4.6
5768,-0.901123,110.790908,1,0.5,4.6
5769,-0.901123,110.794277,1,0.5,4.6
5770,-0.901123,110.831333,1,0.5,16.6
5771,-0.901123,110.834701,1,0.5,16.6
5772,-0.904491,110.235076,1,0.5,5.64
5773,-0.904491,110.238444,1,0.5,5.64
5774,-0.904491,110.241813,1,0.5,5.64
5775,-0.904491,110.497833,1,0.5,4.72
5776,-0.904491,110.501202,1,0.5,4.72
5777,-0.904491,110.50457,2,0.5,4.97
5778,-0.904491,110.507939,1,0.5,4.97
5779,-0.904491,110.511308,2,0.5,4.97
5780,-0.904491,110.514676,3,0.5,20.58
5781,-0.904491,110.518045,1,0.5,20.58
5782,-0.904491,110.521414,1,0.5,20.58
5783,-0.904491,110.524782,1,1.0,18.98
5784,-0.904491,110.528151,1,1.0,18.98
5785,-0.904491,110.53152,1,1.0,18.98
5786,-0.904491,110.78754,1,0.5,4.6
5787,-0.904491,110.790908,1,0.5,4.6
5788,-0.904491,110.794277,1,0.5,4.6
5789,-0.904491,110.831333,1,0.5,16.6
5790,-0.904491,110.834701,1,0.5,16.6
5791,-0.90786,110.235076,1,0.5,5.64
5792,-0.90786,110.238444,1,0.5,5.64
5793,-0.90786,110.241813,1,0.5,5.64
5794,-0.90786,110.420353,1,0.5,24.49
5795,-0.90786,110.423722,1,0.5,24.49
5796,-0.90786,110.427091,1,0.5,24.49
5797,-0.90786,110.491096,1,0.5,3.42
5798,-0.90786,110.494464,1,0.5,3.42
5799,-0.90786,110.497833,1,0.5,3.42
5800,-0.90786,110.507939,1,0.5,4.97
5801,-0.90786,110.511308,2,0.5,4.97
5802,-0.90786,110.514676,2,0.5,20.58
5803,-0.90786,110.518045,1,0.5,20.58
5804,-0.90786,110.521414,1,0.5,20.58
5805,-0.90786,110.53152,1,0.5,8.92
5806,-0.90786,110.534888,1,0.5,8.92
5807,-0.90786,110.571944,1,0.5,9.63
5808,-0.90786,110.575313,1,0.5,9.63
5809,-0.90786,110.578681,1,0.5,9.63
5810,-0.90786,110.784171,1,0.5,5.59
5811,-0.90786,110.78754,1,0.5,5.59
5812,-0.90786,110.790908,1,0.5,5.59
5813,-0.90786,110.794277,1,0.5,4.6
5814,-0.90786,110.831333,1,0.5,16.6
5815,-0.90786,110.834701,1,0.5,16.6
5816,-0.911229,110.235076,1,0.5,5.64
5817,-0.911229,110.238444,1,0.5,5.64
5818,-0.911229,110.241813,1,0.5,5.64
5819,-0.911229,110.420353,1,0.5,24.49
5820,-0.911229,110.423722,1,0.5,24.49
5821,-0.911229,110.427091,1,0.5,24.49
5822,-0.911229,110.491096,1,0.5,3.42
5823,-0.911229,110.494464,1,0.5,3.42
5824,-0.911229,110.497833,1,0.5,3.42
5825,-0.911229,110.511308,1,0.5,4.43
5826,-0.911229,110.514676,2,0.5,20.58
5827,-0.911229,110.518045,1,0.5,20.58
5828,-0.911229,110.521414,1,0.5,20.58
5829,-0.911229,110.53152,1,0.5,8.92
5830,-0.911229,110.534888,1,0.5,8.92
5831,-0.911229,110.571944,1,0.5,9.63
5832,-0.911229,110.575313,1,0.5,9.63
5833,-0.911229,110.578681,1,0.5,9.63
5834,-0.911229,110.784171,1,0.5,5.59
5835,-0.911229,110.78754,1,0.5,5.59
5836,-0.911229,110.790908,1,0.5,5.59
5837,-0.914597,110.420353,1,0.5,24.49
5838,-0.914597,110.423722,1,0.5,24.49
5839,-0.914597,110.427091,1,0.5,24.49
5840,-0.914597,110.491096,1,0.5,3.42
5841,-0.914597,110.494464,1,0.5,3.42
5842,-0.914597,110.497833,1,0.5,3.42
5843,-0.914597,110.514676,1,0.5,20.58
5844,-0.914597,110.518045,2,0.5,20.58
5845,-0.914597,110.521414,2,0.5,20.58
5846,-0.914597,110.524782,2,0.5,7.99
5847,-0.914597,110.53152,1,0.5,8.92
5848,-0.914597,110.534888,1,0.5,8.92
5849,-0.914597,110.561838,1,0.5,4.03
5850,-0.914597,110.565207,1,0.5,4.03
5851,-0.914597,110.568575,1,0.5,4.03
5852,-0.914597,110.571944,1,0.5,9.63
5853,-0.914597,110.575313,1,0.5,9.63
5854,-0.914597,110.578681,1,0.5,9.63
5855,-0.914597,110.763959,1,0.5,4.77
5856,-0.914597,110.767328,1,0.5,4.77
5857,-0.914597,110.770696,1,0.5,4.77
5858,-0.914597,110.780802,1,0.5,16.67
5859,-0.914597,110.784171,1,0.5,16.67
5860,-0.914597,110.78754,1,0.5,16.67
5861,-0.914597,110.790908,1,0.5,16.67
5862,-0.917966,110.265394,2,0.5,10.54
5863,-0.917966,110.268763,2,0.75,19.7
5864,-0.917966,110.272131,1,1.0,19.7
5865,-0.917966,110.2755,1,1.0,19.7
5866,-0.917966,110.48099,1,0.5,1.48
5867,-0.917966,110.484358,1,0.5,1.48
5868,-0.917966,110.487727,1,0.5,1.48
5869,-0.917966,110.514676,1,0.5,7.99
5870,-0.917966,110.518045,2,0.5,7.99
5871,-0.917966,110.521414,2,0.5,7.99
5872,-0.917966,110.524782,2,0.5,7.99
5873,-0.917966,110.528151,1,0.5,3.46
5874,-0.917966,110.53152,1,0.5,3.46
5875,-0.917966,110.534888,2,0.5,48.49
5876,-0.917966,110.538257,1,0.5,48.49
5877,-0.917966,110.541626,1,0.5,48.49
5878,-0.917966,110.561838,1,0.5,4.03
5879,-0.917966,110.565207,1,0.5,4.03
5880,-0.917966,110.568575,1,0.5,4.03
5881,-0.917966,110.763959,1,0.5,4.77
5882,-0.917966,110.767328,1,0.5,4.77
5883,-0.917966,110.770696,1,0.5,4.77
5884,-0.917966,110.780802,1,0.5,16.67
5885,-0.917966,110.784171,1,0.5,16.67
5886,-0.917966,110.78754,1,0.5,16.67
5887,-0.917966,110.790908,1,0.5,16.67
5888,-0.921335,110.265394,2,0.5,10.54
5889,-0.921335,110.268763,2,0.75,19.7
5890,-0.921335,110.272131,1,1.0,19.7
5891,-0.921335,110.2755,1,1.0,19.7
5892,-0.921335,110.48099,1,0.5,1.48
5893,-0.921335,110.484358,1,0.5,1.48
5894,-0.921335,110.487727,1,0.5,1.48
5895,-0.921335,110.514676,1,0.5,7.99
5896,-0.921335,110.518045,2,0.5,7.99
5897,-0.921335,110.521414,2,0.5,7.99
5898,-0.921335,110.524782,2,0.5,7.99
5899,-0.921335,110.528151,1,0.5,51.92
5900,-0.921335,110.53152,2,0.5,48.49
5901,-0.921335,110.534888,2,0.5,48.49
5902,-0.921335,110.538257,1,0.5,48.49
5903,-0.921335,110.541626,1,0.5,48.49
5904,-0.921335,110.561838,1,0.5,4.03
5905,-0.921335,110.565207,1,0.5,4.03
5906,-0.921335,110.568575,1,0.5,4.03
5907,-0.921335,110.763959,1,0.5,4.77
5908,-0.921335,110.767328,1,0.5,4.77
5909,-0.921335,110.770696,1,0.5,4.77
5910,-0.921335,110.780802,1,0.5,16.67
5911,-0.921335,110.784171,1,0.5,16.67
5912,-0.921335,110.78754,1,0.5,16.67
5913,-0.921335,110.790908,1,0.5,16.67
5914,-0.924703,110.265394,2,0.5,10.54
5915,-0.924703,110.268763,2,0.75,19.7
5916,-0.924703,110.272131,1,1.0,19.7
5917,-0.924703,110.2755,1,1.0,19.7
5918,-0.924703,110.410247,1,0.5,2.41
5919,-0.924703,110.413616,1,0.5,2.41
5920,-0.924703,110.416985,1,0.5,2.41
5921,-0.924703,110.450671,1,0.5,9.12
5922,-0.924703,110.45404,1,0.5,9.12
5923,-0.924703,110.474252,2,0.5,13.18
5924,-0.924703,110.477621,2,0.5,13.62
5925,-0.924703,110.48099,2,0.5,13.62
5926,-0.924703,110.484358,1,0.5,13.62
5927,-0.924703,110.491096,1,0.5,16.99
5928,-0.924703,110.494464,1,0.5,16.99
5929,-0.924703,110.497833,2,0.5,16.99
5930,-0.924703,110.501202,1,0.5,8.95
5931,-0.924703,110.50457,1,0.5,8.95
5932,-0.924703,110.507939,1,0.5,13.8
5933,-0.924703,110.511308,1,0.5,13.8
5934,-0.924703,110.528151,1,0.5,51.92
5935,-0.924703,110.53152,2,0.5,48.49
5936,-0.924703,110.534888,2,0.5,48.49
5937,-0.924703,110.538257,1,0.5,48.49
5938,-0.924703,110.541626,1,0.5,48.49
5939,-0.924703,110.763959,1,0.5,4.77
5940,-0.924703,110.767328,1,0.5,4.77
5941,-0.924703,110.770696,1,0.5,4.77
5942,-0.924703,110.78754,1,0.5,16.67
5943,-0.924703,110.790908,1,0.5,16.67
5944,-0.928072,110.265394,1,0.5,10.54
5945,-0.928072,110.268763,1,0.5,10.54
5946,-0.928072,110.272131,1,0.5,10.54
5947,-0.928072,110.410247,1,0.5,2.41
5948,-0.928072,110.413616,1,0.5,2.41
5949,-0.928072,110.416985,1,0.5,2.41
5950,-0.928072,110.450671,1,0.5,9.12
5951,-0.928072,110.45404,1,0.5,9.12
5952,-0.928072,110.467515,1,0.5,4.77
5953,-0.928072,110.470884,1,0.5,4.77
5954,-0.928072,110.474252,4,0.5,13.18
5955,-0.928072,110.477621,3,0.5,13.62
5956,-0.928072,110.48099,2,0.5,13.62
5957,-0.928072,110.484358,1,0.5,13.62
5958,-0.928072,110.491096,1,0.5,16.99
5959,-0.928072,110.494464,1,0.5,16.99
5960,-0.928072,110.497833,2,0.5,16.99
5961,-0.928072,110.501202,1,0.5,8.95
5962,-0.928072,110.50457,1,0.5,8.95
5963,-0.928072,110.507939,1,0.5,13.8
5964,-0.928072,110.511308,1,0.5,13.8
5965,-0.928072,110.541626,1,0.5,6.4
5966,-0.928072,110.544995,1,0.5,6.4
5967,-0.928072,110.565207,1,0.5,3.5
5968,-0.928072,110.568575,2,0.5,7.57
5969,-0.928072,110.571944,2,0.5,7.57
5970,-0.928072,110.575313,2,0.5,7.57
5971,-0.928072,110.578681,1,0.5,5.78
5972,-0.928072,110.58205,1,0.5,5.78
5973,-0.931441,110.295712,1,0.5,39.09
5974,-0.931441,110.299081,1,0.5,39.09
5975,-0.931441,110.302449,1,0.5,39.09
5976,-0.931441,110.305818,1,0.5,39.09
5977,-0.931441,110.410247,1,0.5,2.41
5978,-0.931441,110.413616,1,0.5,2.41
5979,-0.931441,110.416985,1,0.5,2.41
5980,-0.931441,110.467515,1,0.5,4.77
5981,-0.931441,110.470884,1,0.5,4.77
5982,-0.931441,110.474252,4,0.5,13.18
5983,-0.931441,110.477621,3,0.5,13.62
5984,-0.931441,110.48099,2,0.5,13.62
5985,-0.931441,110.484358,1,0.5,13.62
5986,-0.931441,110.487727,1,0.5,16.95
