grid_id,latitude,longitude,Mean_B2,Mean_B3,Mean_B4,Mean_B8,Mean_B11,Mean_B12,Mean_NBR,Std_NBR,Hotspot_Frequency,Confidence_Mean,FRP_Max,Burn_Ratio
GRID_00001,-0.3263,109.8102,,,,,,,,,,,,0.0
GRID_00002,-0.3263,109.8147,,,,,,,,,,,,0.0
GRID_00003,-0.3263,109.8192,,,,,,,,,,,,0.0
GRID_00004,-0.3263,109.8237,,,,,,,,,,,,0.0
GRID_00005,-0.3263,109.8282,,,,,,,,,,,,0.0
GRID_00006,-0.3263,109.8327,,,,,,,,,,,,0.0
GRID_00007,-0.3263,109.8372,,,,,,,,,,,,0.0
GRID_00008,-0.3263,109.8417,,,,,,,,,,,,0.0
GRID_00009,-0.3263,109.8462,,,,,,,,,,,,0.0
GRID_00010,-0.3263,109.8507,,,,,,,,,,,,0.0
GRID_00011,-0.3263,109.8552,,,,,,,,,,,,0.0
GRID_00012,-0.3263,109.8597,,,,,,,,,,,,0.0
GRID_00013,-0.3263,109.8642,,,,,,,,,,,,0.0
GRID_00014,-0.3263,109.8686,,,,,,,,,,,,0.0
GRID_00015,-0.3263,109.8731,,,,,,,,,,,,0.0
GRID_00016,-0.3263,109.8776,,,,,,,,,,,,0.0
GRID_00017,-0.3263,109.8821,,,,,,,,,,,,0.0
GRID_00018,-0.3263,109.8866,,,,,,,,,,,,0.0
GRID_00019,-0.3263,109.8911,,,,,,,,,,,,0.0
GRID_00020,-0.3263,109.8956,,,,,,,,,,,,0.0
GRID_00021,-0.3263,109.9001,,,,,,,,,,,,0.0
GRID_00022,-0.3264,109.9046,,,,,,,,,,,,0.0
GRID_00023,-0.3264,109.9091,,,,,,,,,,,,0.0
GRID_00024,-0.3264,109.9136,,,,,,,,,,,,0.0
GRID_00025,-0.3264,109.9181,,,,,,,,,,,,0.0
GRID_00026,-0.3264,109.9226,,,,,,,,,,,,0.0
GRID_00027,-0.3264,109.927,,,,,,,,,,,,0.0
GRID_00028,-0.3264,109.9315,,,,,,,,,,,,0.0
GRID_00029,-0.3264,109.936,,,,,,,,,,,,0.0
GRID_00030,-0.3264,109.9405,,,,,,,,,,,,0.0
GRID_00031,-0.3264,109.945,,,,,,,,,,,,0.0
GRID_00032,-0.3264,109.9495,,,,,,,,,,,,0.0
GRID_00033,-0.3264,109.954,,,,,,,,,,,,0.0
GRID_00034,-0.3264,109.9585,,,,,,,,,,,,0.0
GRID_00035,-0.3264,109.963,,,,,,,,,,,,0.0
GRID_00036,-0.3264,109.9675,,,,,,,,,,,,0.0
GRID_00037,-0.3264,109.972,,,,,,,,,,,,0.0
GRID_00038,-0.3264,109.9765,,,,,,,,,,,,0.0
GRID_00039,-0.3264,109.981,,,,,,,,,,,,0.0
GRID_00040,-0.3264,109.9855,,,,,,,,,,,,0.0
GRID_00041,-0.3264,109.9899,,,,,,,,,,,,0.0
GRID_00042,-0.3264,109.9944,,,,,,,,,,,,0.0
GRID_00043,-0.3264,109.9989,,,,,,,,,,,,0.0
GRID_00044,-0.3264,110.0034,,,,,,,,,,,,0.0
GRID_00045,-0.3264,110.0079,,,,,,,,,,,,0.0
GRID_00046,-0.3264,110.0124,,,,,,,,,,,,0.0
GRID_00047,-0.3264,110.0169,,,,,,,,,,,,0.0
GRID_00048,-0.3264,110.0214,,,,,,,,,,,,0.0
GRID_00049,-0.3264,110.0259,,,,,,,,,,,,0.0
GRID_00050,-0.3264,110.0304,,,,,,,,,,,,0.0
GRID_00051,-0.3264,110.0349,,,,,,,,,,,,0.0
GRID_00052,-0.3264,110.0394,,,,,,,,,,,,0.0
GRID_00053,-0.3264,110.0439,,,,,,,,,,,,0.0
GRID_00054,-0.3264,110.0484,,,,,,,,,,,,0.0
GRID_00055,-0.3264,110.0528,,,,,,,,,,,,0.0
GRID_00056,-0.3264,110.0573,,,,,,,,,,,,0.0
GRID_00057,-0.3264,110.0618,,,,,,,,,,,,0.0
GRID_00058,-0.3264,110.0663,,,,,,,,,,,,0.0
GRID_00059,-0.3264,110.0708,,,,,,,,,,,,0.0
GRID_00060,-0.3264,110.0753,,,,,,,,,,,,0.0
GRID_00061,-0.3264,110.0798,,,,,,,,,,,,0.0
GRID_00062,-0.3264,110.0843,,,,,,,,,,,,0.0
GRID_00063,-0.3264,110.0888,,,,,,,,,,,,0.0
GRID_00064,-0.3264,110.0933,,,,,,,,,,,,0.0
GRID_00065,-0.3264,110.0978,,,,,,,,,,,,0.0
GRID_00066,-0.3264,110.1023,,,,,,,,,,,,0.0
GRID_00067,-0.3264,110.1068,,,,,,,,,,,,0.0
GRID_00068,-0.3264,110.1113,,,,,,,,,,,,0.0
GRID_00069,-0.3264,110.1157,,,,,,,,,,,,0.0
GRID_00070,-0.3264,110.1202,,,,,,,,,,,,0.0
GRID_00071,-0.3264,110.1247,,,,,,,,,,,,0.0
GRID_00072,-0.3264,110.1292,,,,,,,,,,,,0.0
GRID_00073,-0.3264,110.1337,,,,,,,,,,,,0.0
GRID_00074,-0.3264,110.1382,,,,,,,,,,,,0.0
GRID_00075,-0.3264,110.1427,,,,,,,,,,,,0.0
GRID_00076,-0.3264,110.1472,,,,,,,,,,,,0.0
GRID_00077,-0.3264,110.1517,,,,,,,,,,,,0.0
GRID_00078,-0.3264,110.1562,,,,,,,,,,,,0.0
GRID_00079,-0.3264,110.1607,,,,,,,,,,,,0.0
GRID_00080,-0.3264,110.1652,,,,,,,,,,,,0.0
GRID_00081,-0.3264,110.1697,,,,,,,,,,,,0.0
GRID_00082,-0.3264,110.1742,,,,,,,,,,,,0.0
GRID_00083,-0.3264,110.1786,,,,,,,,,,,,0.0
GRID_00084,-0.3264,110.1831,,,,,,,,,,,,0.0
GRID_00085,-0.3264,110.1876,,,,,,,,,,,,0.0
GRID_00086,-0.3264,110.1921,,,,,,,,,,,,0.0
GRID_00087,-0.3264,110.1966,,,,,,,,,,,,0.0
GRID_00088,-0.3264,110.2011,,,,,,,,,,,,0.0
GRID_00089,-0.3264,110.2056,,,,,,,,,,,,0.0
GRID_00090,-0.3264,110.2101,,,,,,,,,,,,0.0
GRID_00091,-0.3264,110.2146,,,,,,,,,,,,0.0
GRID_00092,-0.3264,110.2191,,,,,,,,,,,,0.0
GRID_00093,-0.3264,110.2236,,,,,,,,,,,,0.0
GRID_00094,-0.3264,110.2281,,,,,,,,,,,,0.0
GRID_00095,-0.3264,110.2326,,,,,,,,,,,,0.0
GRID_00096,-0.3264,110.2371,,,,,,,,,,,,0.0
GRID_00097,-0.3264,110.2415,,,,,,,,,,,,0.0
GRID_00098,-0.3264,110.246,,,,,,,,,,,,0.0
GRID_00099,-0.3264,110.2505,,,,,,,,,,,,0.0
GRID_00100,-0.3264,110.255,,,,,,,,,,,,0.0
GRID_00101,-0.3264,110.2595,,,,,,,,,,,,0.0
GRID_00102,-0.3264,110.264,,,,,,,,,,,,0.0
GRID_00103,-0.3264,110.2685,,,,,,,,,,,,0.0
GRID_00104,-0.3264,110.273,,,,,,,,,,,,0.0
GRID_00105,-0.3264,110.2775,,,,,,,,,,,,0.0
GRID_00106,-0.3264,110.282,,,,,,,,,,,,0.0
GRID_00107,-0.3264,110.2865,,,,,,,,,,,,0.0
GRID_00108,-0.3264,110.291,,,,,,,,,,,,0.0
GRID_00109,-0.3264,110.2955,,,,,,,,,,,,0.0
GRID_00110,-0.3264,110.3,,,,,,,,,,,,0.0
GRID_00111,-0.3264,110.3045,,,,,,,,,,,,0.0
GRID_00112,-0.3264,110.3089,,,,,,,,,,,,0.0
GRID_00113,-0.3264,110.3134,,,,,,,,,,,,0.0
GRID_00114,-0.3264,110.3179,,,,,,,,,,,,0.0
GRID_00115,-0.3264,110.3224,,,,,,,,,,,,0.0
GRID_00116,-0.3264,110.3269,,,,,,,,,,,,0.0
GRID_00117,-0.3264,110.3314,,,,,,,,,,,,0.0
GRID_00118,-0.3264,110.3359,,,,,,,,,,,,0.0
GRID_00119,-0.3264,110.3404,,,,,,,,,,,,0.0
GRID_00120,-0.3264,110.3449,,,,,,,,,,,,0.0
GRID_00121,-0.3264,110.3494,,,,,,,,,,,,0.0
GRID_00122,-0.3264,110.3539,,,,,,,,,,,,0.0
GRID_00123,-0.3264,110.3584,,,,,,,,,,,,0.0
GRID_00124,-0.3264,110.3629,,,,,,,,,,,,0.0
GRID_00125,-0.3264,110.3674,,,,,,,,,,,,0.0
GRID_00126,-0.3264,110.3718,,,,,,,,,,,,0.0
GRID_00127,-0.3264,110.3763,,,,,,,,,,,,0.0
GRID_00128,-0.3264,110.3808,,,,,,,,,,,,0.0
GRID_00129,-0.3264,110.3853,,,,,,,,,,,,0.0
GRID_00130,-0.3264,110.3898,,,,,,,,,,,,0.0
GRID_00131,-0.3264,110.3943,,,,,,,,,,,,0.0
GRID_00132,-0.3264,110.3988,,,,,,,,,,,,0.0
GRID_00133,-0.3264,110.4033,,,,,,,,,,,,0.0
GRID_00134,-0.3264,110.4078,,,,,,,,,,,,0.0
GRID_00135,-0.3264,110.4123,,,,,,,,,,,,0.0
GRID_00136,-0.3264,110.4168,,,,,,,,,,,,0.0
GRID_00137,-0.3264,110.4213,,,,,,,,,,,,0.0
GRID_00138,-0.3264,110.4258,,,,,,,,,,,,0.0
GRID_00139,-0.3264,110.4303,,,,,,,,,,,,0.0
GRID_00140,-0.3264,110.4348,,,,,,,,,,,,0.0
GRID_00141,-0.3264,110.4392,,,,,,,,,,,,0.0
GRID_00142,-0.3264,110.4437,,,,,,,,,,,,0.0
GRID_00143,-0.3264,110.4482,,,,,,,,,,,,0.0
GRID_00144,-0.3264,110.4527,,,,,,,,,,,,0.0
GRID_00145,-0.3264,110.4572,,,,,,,,,0.0,0.0,,0.0
GRID_00146,-0.3264,110.4617,2556.9155,2440.1074,2235.9216,3881.4165,1989.2679,1638.6204,0.4064,0.024,0.0,0.0,,0.0
GRID_00147,-0.3264,110.4662,2816.1553,2672.5889,2465.0359,3979.9814,2095.2083,1733.4282,0.3931,0.021,0.0,0.0,,0.0
GRID_00148,-0.3264,110.4707,3133.5581,2984.1904,2777.0796,4131.4634,2262.4897,1911.0861,0.3676,0.0208,0.0,0.0,,0.0
GRID_00149,-0.3264,110.4752,3497.9995,3300.8433,3085.6914,4288.0889,2432.6101,2050.9509,0.3539,0.027,0.0,0.0,,0.0
GRID_00150,-0.3264,110.4797,3204.052,3050.8188,2853.6152,4198.5757,2348.2383,1978.7311,0.3598,0.0229,0.0,0.0,,0.0
GRID_00151,-0.3264,110.4842,3380.3608,3201.9312,2980.8586,4381.1733,2432.511,2097.2864,0.3525,0.0149,0.0,0.0,,0.0
GRID_00152,-0.3264,110.4887,,,,,,,,,0.0,0.0,,0.0
GRID_00153,-0.3264,110.4932,,,,,,,,,,,,0.0
GRID_00154,-0.3264,110.4977,2582.1833,2453.5166,2221.1724,4430.5361,2022.4388,1592.9446,0.4707,0.0164,0.0,0.0,,0.0
GRID_00155,-0.3264,110.5022,2711.6448,2600.8682,2406.175,4338.8169,2096.4209,1734.0271,0.429,0.0278,0.0,0.0,,0.0
GRID_00156,-0.3264,110.5066,2989.9666,2839.3591,2616.272,4345.231,2162.4373,1853.9249,0.402,0.0236,0.0,0.0,,0.0
GRID_00157,-0.3264,110.5111,3333.8948,3175.2759,2969.053,4398.5093,2384.3545,2011.4309,0.3726,0.018,0.0,0.0,,0.0
GRID_00158,-0.3264,110.5156,3055.8413,2938.49,2754.9165,4338.5547,2394.0178,1955.5535,0.3787,0.0189,0.0,0.0,,0.0
GRID_00159,-0.3264,110.5201,3499.0581,3307.4226,3076.4768,4407.186,2393.0344,2059.6069,0.363,0.0105,0.0,0.0,,0.0
GRID_00160,-0.3264,110.5246,,,,,,,,,,,,0.0
GRID_00161,-0.3264,110.5291,,,,,,,,,,,,0.0
GRID_00162,-0.3264,110.5336,,,,,,,,,,,,0.0
GRID_00163,-0.3264,110.5381,,,,,,,,,,,,0.0
GRID_00164,-0.3264,110.5426,,,,,,,,,,,,0.0
GRID_00165,-0.3264,110.5471,,,,,,,,,,,,0.0
GRID_00166,-0.3264,110.5516,,,,,,,,,,,,0.0
GRID_00167,-0.3264,110.5561,,,,,,,,,,,,0.0
GRID_00168,-0.3264,110.5606,,,,,,,,,,,,0.0
GRID_00169,-0.3264,110.5651,,,,,,,,,,,,0.0
GRID_00170,-0.3264,110.5696,,,,,,,,,,,,0.0
GRID_00171,-0.3264,110.574,,,,,,,,,,,,0.0
GRID_00172,-0.3264,110.5785,,,,,,,,,,,,0.0
GRID_00173,-0.3264,110.583,,,,,,,,,,,,0.0
GRID_00174,-0.3264,110.5875,,,,,,,,,,,,0.0
GRID_00175,-0.3264,110.592,,,,,,,,,,,,0.0
GRID_00176,-0.3264,110.5965,,,,,,,,,,,,0.0
GRID_00177,-0.3264,110.601,,,,,,,,,,,,0.0
GRID_00178,-0.3264,110.6055,,,,,,,,,,,,0.0
GRID_00179,-0.3264,110.61,,,,,,,,,,,,0.0
GRID_00180,-0.3264,110.6145,,,,,,,,,,,,0.0
GRID_00181,-0.3264,110.619,,,,,,,,,,,,0.0
GRID_00182,-0.3264,110.6235,,,,,,,,,,,,0.0
GRID_00183,-0.3264,110.628,,,,,,,,,,,,0.0
GRID_00184,-0.3264,110.6325,,,,,,,,,,,,0.0
GRID_00185,-0.3264,110.637,,,,,,,,,,,,0.0
GRID_00186,-0.3264,110.6414,,,,,,,,,,,,0.0
GRID_00187,-0.3264,110.6459,,,,,,,,,,,,0.0
GRID_00188,-0.3264,110.6504,,,,,,,,,,,,0.0
GRID_00189,-0.3264,110.6549,,,,,,,,,,,,0.0
GRID_00190,-0.3264,110.6594,,,,,,,,,,,,0.0
GRID_00191,-0.3264,110.6639,,,,,,,,,,,,0.0
GRID_00192,-0.3264,110.6684,,,,,,,,,,,,0.0
GRID_00193,-0.3264,110.6729,,,,,,,,,,,,0.0
GRID_00194,-0.3264,110.6774,,,,,,,,,,,,0.0
GRID_00195,-0.3264,110.6819,,,,,,,,,,,,0.0
GRID_00196,-0.3264,110.6864,,,,,,,,,,,,0.0
GRID_00197,-0.3264,110.6909,,,,,,,,,,,,0.0
GRID_00198,-0.3264,110.6954,,,,,,,,,,,,0.0
GRID_00199,-0.3264,110.6999,,,,,,,,,,,,0.0
GRID_00200,-0.3264,110.7044,,,,,,,,,,,,0.0
GRID_00201,-0.3264,110.7088,,,,,,,,,,,,0.0
GRID_00202,-0.3264,110.7133,,,,,,,,,,,,0.0
GRID_00203,-0.3264,110.7178,,,,,,,,,,,,0.0
GRID_00204,-0.3264,110.7223,,,,,,,,,,,,0.0
GRID_00205,-0.3264,110.7268,,,,,,,,,,,,0.0
GRID_00206,-0.3264,110.7313,,,,,,,,,,,,0.0
GRID_00207,-0.3264,110.7358,,,,,,,,,,,,0.0
GRID_00208,-0.3264,110.7403,,,,,,,,,,,,0.0
GRID_00209,-0.3264,110.7448,,,,,,,,,,,,0.0
GRID_00210,-0.3264,110.7493,,,,,,,,,,,,0.0
GRID_00211,-0.3264,110.7538,,,,,,,,,,,,0.0
GRID_00212,-0.3264,110.7583,,,,,,,,,,,,0.0
GRID_00213,-0.3264,110.7628,,,,,,,,,,,,0.0
GRID_00214,-0.3264,110.7673,,,,,,,,,,,,0.0
GRID_00215,-0.3264,110.7718,,,,,,,,,,,,0.0
GRID_00216,-0.3264,110.7762,,,,,,,,,,,,0.0
GRID_00217,-0.3264,110.7807,,,,,,,,,,,,0.0
GRID_00218,-0.3264,110.7852,,,,,,,,,,,,0.0
GRID_00219,-0.3264,110.7897,,,,,,,,,,,,0.0
GRID_00220,-0.3264,110.7942,,,,,,,,,,,,0.0
GRID_00221,-0.3264,110.7987,,,,,,,,,,,,0.0
GRID_00222,-0.3264,110.8032,,,,,,,,,,,,0.0
GRID_00223,-0.3264,110.8077,,,,,,,,,,,,0.0
GRID_00224,-0.3264,110.8122,,,,,,,,,,,,0.0
GRID_00225,-0.3264,110.8167,,,,,,,,,,,,0.0
GRID_00226,-0.3264,110.8212,,,,,,,,,,,,0.0
GRID_00227,-0.3264,110.8257,,,,,,,,,,,,0.0
GRID_00228,-0.3264,110.8302,,,,,,,,,,,,0.0
GRID_00229,-0.3264,110.8347,,,,,,,,,,,,0.0
GRID_00230,-0.3264,110.8392,,,,,,,,,,,,0.0
GRID_00231,-0.3264,110.8436,,,,,,,,,,,,0.0
GRID_00232,-0.3264,110.8481,,,,,,,,,,,,0.0
GRID_00233,-0.3264,110.8526,,,,,,,,,,,,0.0
GRID_00234,-0.3264,110.8571,,,,,,,,,,,,0.0
GRID_00235,-0.3264,110.8616,,,,,,,,,,,,0.0
GRID_00236,-0.3264,110.8661,,,,,,,,,,,,0.0
GRID_00237,-0.3264,110.8706,,,,,,,,,,,,0.0
GRID_00238,-0.3264,110.8751,,,,,,,,,,,,0.0
GRID_00239,-0.3264,110.8796,,,,,,,,,,,,0.0
GRID_00240,-0.3264,110.8841,,,,,,,,,,,,0.0
GRID_00241,-0.3264,110.8886,,,,,,,,,,,,0.0
GRID_00242,-0.3264,110.8931,,,,,,,,,,,,0.0
GRID_00243,-0.3264,110.8976,,,,,,,,,,,,0.0
GRID_00244,-0.3264,110.9021,,,,,,,,,,,,0.0
GRID_00245,-0.3264,110.9066,,,,,,,,,,,,0.0
GRID_00246,-0.3264,110.911,,,,,,,,,,,,0.0
GRID_00247,-0.3264,110.9155,,,,,,,,,,,,0.0
GRID_00248,-0.3264,110.92,,,,,,,,,,,,0.0
GRID_00249,-0.3264,110.9245,,,,,,,,,,,,0.0
GRID_00250,-0.3264,110.929,,,,,,,,,,,,0.0
GRID_00251,-0.3264,110.9335,,,,,,,,,,,,0.0
GRID_00252,-0.3264,110.938,,,,,,,,,,,,0.0
GRID_00253,-0.3264,110.9425,,,,,,,,,,,,0.0
GRID_00254,-0.3264,110.947,,,,,,,,,,,,0.0
GRID_00255,-0.3264,110.9515,,,,,,,,,,,,0.0
GRID_00256,-0.3264,110.956,,,,,,,,,,,,0.0
GRID_00257,-0.3264,110.9605,,,,,,,,,,,,0.0
GRID_00258,-0.3264,110.965,,,,,,,,,,,,0.0
GRID_00259,-0.3264,110.9695,,,,,,,,,,,,0.0
GRID_00260,-0.3264,110.974,,,,,,,,,,,,0.0
GRID_00261,-0.3264,110.9785,,,,,,,,,,,,0.0
GRID_00262,-0.3264,110.9829,,,,,,,,,,,,0.0
GRID_00263,-0.3264,110.9874,,,,,,,,,,,,0.0
GRID_00264,-0.3264,110.9919,,,,,,,,,,,,0.0
GRID_00265,-0.3264,110.9964,,,,,,,,,,,,0.0
GRID_00266,-0.3264,111.0009,,,,,,,,,,,,0.0
GRID_00267,-0.3264,111.0054,,,,,,,,,,,,0.0
GRID_00268,-0.3264,111.0099,,,,,,,,,,,,0.0
GRID_00269,-0.3264,111.0144,,,,,,,,,,,,0.0
GRID_00270,-0.3264,111.0189,,,,,,,,,,,,0.0
GRID_00271,-0.3264,111.0234,,,,,,,,,,,,0.0
GRID_00272,-0.3264,111.0279,,,,,,,,,,,,0.0
GRID_00273,-0.3264,111.0324,,,,,,,,,,,,0.0
GRID_00274,-0.3264,111.0369,,,,,,,,,,,,0.0
GRID_00275,-0.3264,111.0414,,,,,,,,,,,,0.0
GRID_00276,-0.3264,111.0459,,,,,,,,,,,,0.0
GRID_00277,-0.3264,111.0503,,,,,,,,,,,,0.0
GRID_00278,-0.3264,111.0548,,,,,,,,,,,,0.0
GRID_00279,-0.3264,111.0593,,,,,,,,,,,,0.0
GRID_00280,-0.3264,111.0638,,,,,,,,,,,,0.0
GRID_00281,-0.3264,111.0683,,,,,,,,,,,,0.0
GRID_00282,-0.3264,111.0728,,,,,,,,,,,,0.0
GRID_00283,-0.3264,111.0773,,,,,,,,,,,,0.0
GRID_00284,-0.3264,111.0818,,,,,,,,,,,,0.0
GRID_00285,-0.3264,111.0863,,,,,,,,,,,,0.0
GRID_00286,-0.3264,111.0908,,,,,,,,,,,,0.0
GRID_00287,-0.3264,111.0953,,,,,,,,,,,,0.0
GRID_00288,-0.3264,111.0998,,,,,,,,,,,,0.0
GRID_00289,-0.3264,111.1043,,,,,,,,,,,,0.0
GRID_00290,-0.3264,111.1088,,,,,,,,,,,,0.0
GRID_00291,-0.3264,111.1133,,,,,,,,,,,,0.0
GRID_00292,-0.3264,111.1177,,,,,,,,,,,,0.0
GRID_00293,-0.3264,111.1222,,,,,,,,,,,,0.0
GRID_00294,-0.3264,111.1267,,,,,,,,,,,,0.0
GRID_00295,-0.3264,111.1312,,,,,,,,,,,,0.0
GRID_00296,-0.3264,111.1357,,,,,,,,,,,,0.0
GRID_00297,-0.3264,111.1402,,,,,,,,,,,,0.0
GRID_00298,-0.3264,111.1447,,,,,,,,,,,,0.0
GRID_00299,-0.3264,111.1492,,,,,,,,,,,,0.0
GRID_00300,-0.3264,111.1537,,,,,,,,,,,,0.0
GRID_00301,-0.3264,111.1582,,,,,,,,,,,,0.0
GRID_00302,-0.3264,111.1627,,,,,,,,,,,,0.0
GRID_00303,-0.3264,111.1672,,,,,,,,,,,,0.0
GRID_00304,-0.3264,111.1717,,,,,,,,,,,,0.0
GRID_00305,-0.3264,111.1762,,,,,,,,,,,,0.0
GRID_00306,-0.3264,111.1807,,,,,,,,,,,,0.0
GRID_00307,-0.3264,111.1851,,,,,,,,,,,,0.0
GRID_00308,-0.3264,111.1896,,,,,,,,,,,,0.0
GRID_00309,-0.3264,111.1941,,,,,,,,,,,,0.0
GRID_00310,-0.3264,111.1986,,,,,,,,,,,,0.0
GRID_00311,-0.3264,111.2031,,,,,,,,,,,,0.0
GRID_00312,-0.3264,111.2076,,,,,,,,,,,,0.0
GRID_00313,-0.3264,111.2121,,,,,,,,,,,,0.0
GRID_00314,-0.3264,111.2166,,,,,,,,,,,,0.0
GRID_00315,-0.3264,111.2211,,,,,,,,,,,,0.0
GRID_00316,-0.3264,111.2256,,,,,,,,,,,,0.0
GRID_00317,-0.3264,111.2301,,,,,,,,,,,,0.0
GRID_00318,-0.3264,111.2346,,,,,,,,,,,,0.0
GRID_00319,-0.3264,111.2391,,,,,,,,,,,,0.0
GRID_00320,-0.3264,111.2436,,,,,,,,,,,,0.0
GRID_00321,-0.3264,111.2481,,,,,,,,,,,,0.0
GRID_00322,-0.3264,111.2525,,,,,,,,,,,,0.0
GRID_00323,-0.3264,111.257,,,,,,,,,,,,0.0
GRID_00324,-0.3264,111.2615,,,,,,,,,,,,0.0
GRID_00325,-0.3264,111.266,,,,,,,,,,,,0.0
GRID_00326,-0.3264,111.2705,,,,,,,,,,,,0.0
GRID_00327,-0.3264,111.275,,,,,,,,,,,,0.0
GRID_00328,-0.3264,111.2795,,,,,,,,,,,,0.0
GRID_00329,-0.3264,111.284,,,,,,,,,,,,0.0
GRID_00330,-0.3264,111.2885,,,,,,,,,,,,0.0
GRID_00331,-0.3264,111.293,,,,,,,,,,,,0.0
GRID_00332,-0.3264,111.2975,,,,,,,,,,,,0.0
GRID_00333,-0.3264,111.302,,,,,,,,,,,,0.0
GRID_00334,-0.3264,111.3065,,,,,,,,,,,,0.0
GRID_00335,-0.3264,111.311,,,,,,,,,,,,0.0
GRID_00336,-0.3264,111.3155,,,,,,,,,,,,0.0
GRID_00337,-0.3264,111.32,,,,,,,,,,,,0.0
GRID_00338,-0.3264,111.3244,,,,,,,,,,,,0.0
GRID_00339,-0.3264,111.3289,,,,,,,,,,,,0.0
GRID_00340,-0.3264,111.3334,,,,,,,,,,,,0.0
GRID_00341,-0.3264,111.3379,,,,,,,,,,,,0.0
GRID_00342,-0.3264,111.3409,,,,,,,,,,,,0.0
GRID_00343,-0.3308,109.8102,,,,,,,,,,,,0.0
GRID_00344,-0.3308,109.8147,,,,,,,,,,,,0.0
GRID_00345,-0.3308,109.8192,,,,,,,,,,,,0.0
GRID_00346,-0.3308,109.8237,,,,,,,,,,,,0.0
GRID_00347,-0.3308,109.8282,,,,,,,,,,,,0.0
GRID_00348,-0.3308,109.8327,,,,,,,,,,,,0.0
GRID_00349,-0.3308,109.8372,,,,,,,,,,,,0.0
GRID_00350,-0.3308,109.8417,,,,,,,,,,,,0.0
GRID_00351,-0.3308,109.8462,,,,,,,,,,,,0.0
GRID_00352,-0.3308,109.8507,,,,,,,,,,,,0.0
GRID_00353,-0.3308,109.8552,,,,,,,,,,,,0.0
GRID_00354,-0.3308,109.8597,,,,,,,,,,,,0.0
GRID_00355,-0.3308,109.8641,,,,,,,,,,,,0.0
GRID_00356,-0.3308,109.8686,,,,,,,,,,,,0.0
GRID_00357,-0.3308,109.8731,,,,,,,,,,,,0.0
GRID_00358,-0.3308,109.8776,,,,,,,,,,,,0.0
GRID_00359,-0.3308,109.8821,,,,,,,,,,,,0.0
GRID_00360,-0.3308,109.8866,,,,,,,,,,,,0.0
GRID_00361,-0.3308,109.8911,,,,,,,,,,,,0.0
GRID_00362,-0.3308,109.8956,,,,,,,,,,,,0.0
GRID_00363,-0.3308,109.9001,,,,,,,,,,,,0.0
GRID_00364,-0.3308,109.9046,,,,,,,,,,,,0.0
GRID_00365,-0.3308,109.9091,,,,,,,,,,,,0.0
GRID_00366,-0.3308,109.9136,,,,,,,,,,,,0.0
GRID_00367,-0.3308,109.9181,,,,,,,,,,,,0.0
GRID_00368,-0.3308,109.9226,,,,,,,,,,,,0.0
GRID_00369,-0.3308,109.927,,,,,,,,,,,,0.0
GRID_00370,-0.3308,109.9315,,,,,,,,,,,,0.0
GRID_00371,-0.3308,109.936,,,,,,,,,,,,0.0
GRID_00372,-0.3308,109.9405,,,,,,,,,,,,0.0
GRID_00373,-0.3308,109.945,,,,,,,,,,,,0.0
GRID_00374,-0.3308,109.9495,,,,,,,,,,,,0.0
GRID_00375,-0.3308,109.954,,,,,,,,,,,,0.0
GRID_00376,-0.3308,109.9585,,,,,,,,,,,,0.0
GRID_00377,-0.3308,109.963,,,,,,,,,,,,0.0
GRID_00378,-0.3308,109.9675,,,,,,,,,,,,0.0
GRID_00379,-0.3308,109.972,,,,,,,,,,,,0.0
GRID_00380,-0.3309,109.9765,,,,,,,,,,,,0.0
GRID_00381,-0.3309,109.981,,,,,,,,,,,,0.0
GRID_00382,-0.3309,109.9855,,,,,,,,,,,,0.0
GRID_00383,-0.3309,109.9899,,,,,,,,,,,,0.0
GRID_00384,-0.3309,109.9944,,,,,,,,,,,,0.0
GRID_00385,-0.3309,109.9989,,,,,,,,,,,,0.0
GRID_00386,-0.3309,110.0034,,,,,,,,,,,,0.0
GRID_00387,-0.3309,110.0079,,,,,,,,,,,,0.0
GRID_00388,-0.3309,110.0124,,,,,,,,,,,,0.0
GRID_00389,-0.3309,110.0169,,,,,,,,,,,,0.0
GRID_00390,-0.3309,110.0214,,,,,,,,,,,,0.0
GRID_00391,-0.3309,110.0259,,,,,,,,,,,,0.0
GRID_00392,-0.3309,110.0304,,,,,,,,,,,,0.0
GRID_00393,-0.3309,110.0349,,,,,,,,,,,,0.0
GRID_00394,-0.3309,110.0394,,,,,,,,,,,,0.0
GRID_00395,-0.3309,110.0439,,,,,,,,,,,,0.0
GRID_00396,-0.3309,110.0484,,,,,,,,,,,,0.0
GRID_00397,-0.3309,110.0528,,,,,,,,,,,,0.0
GRID_00398,-0.3309,110.0573,,,,,,,,,,,,0.0
GRID_00399,-0.3309,110.0618,,,,,,,,,,,,0.0
GRID_00400,-0.3309,110.0663,,,,,,,,,,,,0.0
GRID_00401,-0.3309,110.0708,,,,,,,,,,,,0.0
GRID_00402,-0.3309,110.0753,,,,,,,,,,,,0.0
GRID_00403,-0.3309,110.0798,,,,,,,,,,,,0.0
GRID_00404,-0.3309,110.0843,,,,,,,,,,,,0.0
GRID_00405,-0.3309,110.0888,,,,,,,,,,,,0.0
GRID_00406,-0.3309,110.0933,,,,,,,,,,,,0.0
