pixel_id,latitude,longitude,Hotspot_Frequency,Confidence_Score,FRP_Max,Cluster
3424,-0.688896,110.184546,1,0.5,35.7,14
3425,-0.688896,110.187914,1,0.5,35.7,14
3426,-0.688896,110.228338,1,0.5,40.95,11
3427,-0.688896,110.231707,1,0.5,40.95,11
3428,-0.688896,110.235076,1,0.5,40.95,11
3429,-0.688896,110.487727,1,0.5,2.5,237
3430,-0.688896,110.491096,1,0.5,2.5,237
3431,-0.688896,110.629212,1,0.5,10.02,121
3432,-0.688896,110.63258,1,0.5,10.02,121
3433,-0.688896,110.635949,1,0.5,10.02,121
3434,-0.688896,110.639318,1,0.5,2.19,217
3435,-0.688896,110.642686,1,0.5,2.19,217
3436,-0.688896,110.646055,1,0.5,2.19,217
3437,-0.688896,110.649424,1,0.5,2.19,217
3438,-0.688896,110.652792,1,0.5,10.15,106
3439,-0.688896,110.656161,1,0.5,10.15,106
3440,-0.688896,110.65953,1,0.5,10.15,106
3441,-0.688896,110.703323,1,0.5,2.77,247
3442,-0.688896,110.706691,1,0.5,2.77,247
3443,-0.688896,110.71006,1,0.5,2.77,247
3444,-0.688896,110.733641,1,0.5,9.0,176
3445,-0.688896,110.737009,1,0.5,9.0,176
3446,-0.688896,110.740378,1,0.5,9.0,176
3447,-0.688896,110.807752,1,0.5,11.26,115
3448,-0.688896,110.81112,1,0.5,11.26,115
3449,-0.688896,110.814489,1,0.5,11.26,115
3450,-0.688896,110.817858,1,0.5,8.63,250
3451,-0.688896,110.821226,1,0.5,8.63,250
3452,-0.688896,110.844807,1,0.5,65.07,5
3453,-0.688896,110.848176,1,0.5,65.07,5
3454,-0.688896,110.851545,1,0.5,65.07,5
3455,-0.688896,110.918918,1,0.5,4.46,263
3456,-0.688896,110.922287,1,0.5,4.46,263
3457,-0.688896,110.925656,1,0.5,4.46,263
3458,-0.692264,110.093591,1,0.5,18.01,47
3459,-0.692264,110.09696,1,0.5,18.01,47
3460,-0.692264,110.100328,1,0.5,18.01,47
3461,-0.692264,110.167702,1,0.5,5.2,158
3462,-0.692264,110.171071,1,0.5,5.2,158
3463,-0.692264,110.174439,1,0.5,12.65,74
3464,-0.692264,110.177808,1,0.5,35.7,14
3465,-0.692264,110.181177,1,0.5,35.7,14
3466,-0.692264,110.184546,1,0.5,35.7,14
3467,-0.692264,110.187914,1,0.5,35.7,14
3468,-0.692264,110.487727,1,0.5,2.5,237
3469,-0.692264,110.491096,1,0.5,2.5,237
3470,-0.692264,110.494464,1,0.5,2.06,-1
3471,-0.692264,110.646055,1,0.5,5.14,-1
3472,-0.692264,110.649424,1,0.5,5.14,-1
3473,-0.692264,110.652792,1,0.5,10.15,106
3474,-0.692264,110.656161,1,0.5,10.15,106
3475,-0.692264,110.65953,1,0.5,10.15,106
3476,-0.692264,110.706691,1,0.5,2.77,247
3477,-0.692264,110.71006,1,0.5,2.77,247
3478,-0.692264,110.713429,1,0.5,2.77,247
3479,-0.692264,110.780802,1,0.5,36.27,13
3480,-0.692264,110.784171,1,0.5,36.27,13
3481,-0.692264,110.78754,1,0.5,36.27,13
3482,-0.692264,111.003135,1,0.5,5.32,-1
3483,-0.692264,111.006504,1,0.5,5.32,-1
3484,-0.692264,111.009873,1,0.5,5.32,-1
3485,-0.695633,110.093591,2,0.5,18.01,-1
3486,-0.695633,110.09696,2,0.5,18.01,-1
3487,-0.695633,110.100328,1,0.5,18.01,47
3488,-0.695633,110.110435,1,0.5,19.78,-1
3489,-0.695633,110.113803,2,0.5,19.78,50
3490,-0.695633,110.117172,1,0.5,6.32,-1
3491,-0.695633,110.120541,1,0.5,6.32,-1
3492,-0.695633,110.134015,1,0.5,38.17,15
3493,-0.695633,110.137384,1,0.5,38.17,15
3494,-0.695633,110.140753,1,0.5,38.17,15
3495,-0.695633,110.154227,1,0.5,17.06,-1
3496,-0.695633,110.157596,1,0.5,17.06,-1
3497,-0.695633,110.160965,1,0.5,17.06,-1
3498,-0.695633,110.177808,1,0.5,35.7,14
3499,-0.695633,110.181177,1,0.5,35.7,14
3500,-0.695633,110.184546,1,0.5,35.7,14
3501,-0.695633,110.187914,1,0.5,35.7,14
3502,-0.695633,110.228338,1,0.5,18.43,64
3503,-0.695633,110.231707,1,0.5,18.43,64
3504,-0.695633,110.235076,1,0.5,18.43,64
3505,-0.695633,110.427091,1,0.5,3.38,298
3506,-0.695633,110.430459,1,0.5,3.38,298
3507,-0.695633,110.433828,1,0.5,3.38,298
3508,-0.695633,110.487727,1,0.5,2.5,237
3509,-0.695633,110.491096,1,0.5,2.5,237
3510,-0.695633,110.494464,1,0.5,2.06,-1
3511,-0.695633,110.578681,1,0.5,5.66,213
3512,-0.695633,110.58205,1,0.5,5.66,213
3513,-0.695633,110.585419,1,0.5,5.66,213
3514,-0.695633,110.649424,1,0.5,5.14,-1
3515,-0.695633,110.652792,1,0.5,5.14,-1
3516,-0.695633,110.656161,1,0.5,5.05,223
3517,-0.695633,110.65953,1,0.5,5.05,223
3518,-0.695633,110.662898,1,0.5,5.05,223
3519,-0.695633,110.780802,1,0.5,36.27,13
3520,-0.695633,110.784171,1,0.5,36.27,13
3521,-0.695633,110.78754,1,0.5,36.27,13
3522,-0.695633,111.003135,1,0.5,5.32,-1
3523,-0.695633,111.006504,1,0.5,5.32,-1
3524,-0.695633,111.009873,1,0.5,5.32,-1
3525,-0.699002,110.093591,2,0.5,18.01,-1
3526,-0.699002,110.09696,2,0.5,18.01,-1
3527,-0.699002,110.100328,1,0.5,18.01,47
3528,-0.699002,110.110435,1,0.5,19.78,-1
3529,-0.699002,110.113803,2,0.5,19.78,50
3530,-0.699002,110.117172,2,0.5,6.32,309
3531,-0.699002,110.120541,2,0.5,6.32,309
3532,-0.699002,110.134015,1,0.5,38.17,15
3533,-0.699002,110.137384,1,0.5,38.17,15
3534,-0.699002,110.140753,1,0.5,38.17,15
3535,-0.699002,110.150859,1,0.5,7.93,-1
3536,-0.699002,110.154227,2,0.5,17.06,79
3537,-0.699002,110.157596,2,0.5,17.06,79
3538,-0.699002,110.160965,1,0.5,17.06,-1
3539,-0.699002,110.228338,1,0.5,17.8,38
3540,-0.699002,110.231707,1,0.5,17.8,38
3541,-0.699002,110.235076,1,0.5,17.8,38
3542,-0.699002,110.427091,1,0.5,3.38,298
3543,-0.699002,110.430459,1,0.5,3.38,298
3544,-0.699002,110.433828,1,0.5,3.38,298
3545,-0.699002,110.487727,1,0.5,2.06,-1
3546,-0.699002,110.491096,1,0.5,2.06,-1
3547,-0.699002,110.494464,1,0.5,2.06,-1
3548,-0.699002,110.518045,1,0.5,4.18,155
3549,-0.699002,110.521414,1,0.5,4.18,155
3550,-0.699002,110.524782,1,0.5,4.18,155
3551,-0.699002,110.58205,1,0.5,5.66,213
3552,-0.699002,110.585419,1,0.5,5.66,213
3553,-0.699002,110.588787,1,0.5,5.66,213
3554,-0.699002,110.595525,1,0.5,6.01,184
3555,-0.699002,110.598893,1,0.5,6.01,184
3556,-0.699002,110.602262,1,0.5,6.01,184
3557,-0.699002,110.68311,1,0.5,56.87,6
3558,-0.699002,110.686479,1,0.5,56.87,6
3559,-0.699002,110.689848,1,0.5,56.87,6
3560,-0.699002,110.780802,1,0.5,36.27,13
3561,-0.699002,110.784171,1,0.5,36.27,13
3562,-0.699002,110.78754,1,0.5,36.27,13
3563,-0.699002,110.895337,1,0.5,9.94,-1
3564,-0.699002,110.898706,1,0.5,9.94,-1
3565,-0.699002,111.003135,1,0.5,5.32,-1
3566,-0.699002,111.006504,1,0.5,5.32,-1
3567,-0.699002,111.009873,1,0.5,5.32,-1
3568,-0.70237,110.093591,1,0.5,4.0,-1
3569,-0.70237,110.09696,1,0.5,4.0,-1
3570,-0.70237,110.110435,1,0.5,19.78,-1
3571,-0.70237,110.113803,2,0.5,19.78,50
3572,-0.70237,110.117172,2,0.5,6.32,309
3573,-0.70237,110.120541,2,0.5,6.32,309
3574,-0.70237,110.123909,1,0.5,12.55,-1
3575,-0.70237,110.127278,1,0.5,12.55,-1
3576,-0.70237,110.130647,1,0.5,12.55,-1
3577,-0.70237,110.134015,1,0.5,38.17,15
3578,-0.70237,110.137384,1,0.5,38.17,15
3579,-0.70237,110.140753,1,0.5,38.17,15
3580,-0.70237,110.150859,1,0.5,7.93,-1
3581,-0.70237,110.154227,1,0.5,7.93,-1
3582,-0.70237,110.157596,1,0.5,7.93,-1
3583,-0.70237,110.228338,1,0.5,17.8,38
3584,-0.70237,110.231707,1,0.5,17.8,38
3585,-0.70237,110.235076,1,0.5,17.8,38
3586,-0.70237,110.413616,1,0.5,4.27,171
3587,-0.70237,110.416985,1,0.5,4.27,171
3588,-0.70237,110.420353,1,0.5,4.27,171
3589,-0.70237,110.427091,2,0.5,8.24,294
3590,-0.70237,110.430459,2,0.5,8.24,294
3591,-0.70237,110.433828,2,0.5,8.24,294
3592,-0.70237,110.491096,1,0.5,2.06,-1
3593,-0.70237,110.494464,1,0.5,2.06,-1
3594,-0.70237,110.497833,1,0.5,3.49,312
3595,-0.70237,110.521414,1,0.5,4.18,155
3596,-0.70237,110.524782,1,0.5,4.18,155
3597,-0.70237,110.528151,1,0.5,4.18,155
3598,-0.70237,110.58205,1,0.5,5.66,213
3599,-0.70237,110.585419,2,0.75,11.81,216
3600,-0.70237,110.588787,2,0.75,11.81,216
3601,-0.70237,110.592156,1,0.5,6.01,184
3602,-0.70237,110.595525,1,0.5,6.01,184
3603,-0.70237,110.598893,1,0.5,6.01,184
3604,-0.70237,110.602262,1,0.5,6.01,184
3605,-0.70237,110.652792,1,0.5,4.91,236
3606,-0.70237,110.656161,1,0.5,4.91,236
3607,-0.70237,110.68311,1,0.5,56.87,6
3608,-0.70237,110.686479,1,0.5,56.87,6
3609,-0.70237,110.689848,1,0.5,56.87,6
3610,-0.70237,110.827964,1,0.5,14.85,-1
3611,-0.70237,110.831333,1,0.5,14.85,-1
3612,-0.70237,110.878494,1,0.5,16.53,48
3613,-0.70237,110.881863,1,0.5,16.53,48
3614,-0.70237,110.885231,1,0.5,16.53,48
3615,-0.70237,110.895337,1,0.5,9.94,-1
3616,-0.70237,110.898706,1,0.5,9.94,-1
3617,-0.705739,110.113803,1,0.5,5.19,158
3618,-0.705739,110.117172,1,0.5,5.19,158
3619,-0.705739,110.120541,1,0.5,5.19,158
3620,-0.705739,110.123909,1,0.5,12.55,-1
3621,-0.705739,110.127278,1,0.5,12.55,-1
3622,-0.705739,110.130647,1,0.5,12.55,-1
3623,-0.705739,110.144121,2,0.5,73.2,3
3624,-0.705739,110.14749,2,0.5,73.2,3
3625,-0.705739,110.150859,3,0.5,73.2,-1
3626,-0.705739,110.154227,2,0.5,7.93,293
3627,-0.705739,110.157596,2,0.5,7.93,293
3628,-0.705739,110.160965,1,0.5,5.95,215
3629,-0.705739,110.228338,1,0.5,17.8,38
3630,-0.705739,110.231707,1,0.5,17.8,38
3631,-0.705739,110.235076,1,0.5,17.8,38
3632,-0.705739,110.363086,1,0.5,2.32,228
3633,-0.705739,110.366454,1,0.5,2.32,228
3634,-0.705739,110.413616,1,0.5,4.27,171
3635,-0.705739,110.416985,1,0.5,4.27,171
3636,-0.705739,110.420353,1,0.5,4.27,171
3637,-0.705739,110.423722,1,0.5,4.27,171
3638,-0.705739,110.430459,2,0.5,8.24,294
3639,-0.705739,110.433828,2,0.5,8.24,294
3640,-0.705739,110.437197,2,0.5,8.24,294
3641,-0.705739,110.521414,1,0.5,4.18,155
3642,-0.705739,110.524782,1,0.5,4.18,155
3643,-0.705739,110.528151,1,0.5,4.18,155
3644,-0.705739,110.585419,1,1.0,11.81,118
3645,-0.705739,110.588787,1,1.0,11.81,118
3646,-0.705739,110.592156,1,0.5,6.01,184
3647,-0.705739,110.595525,1,0.5,6.01,184
3648,-0.705739,110.598893,1,0.5,6.01,184
3649,-0.705739,110.602262,1,0.5,6.01,184
3650,-0.705739,110.652792,1,0.5,4.91,236
3651,-0.705739,110.656161,1,0.5,4.91,236
3652,-0.705739,110.827964,1,0.5,14.85,-1
3653,-0.705739,110.831333,1,0.5,14.85,-1
3654,-0.705739,110.878494,1,0.5,16.53,48
3655,-0.705739,110.881863,1,0.5,16.53,48
3656,-0.705739,110.885231,1,0.5,16.53,48
3657,-0.705739,110.895337,1,0.5,9.94,-1
3658,-0.705739,110.898706,1,0.5,9.94,-1
3659,-0.709108,110.144121,2,0.5,73.2,3
3660,-0.709108,110.14749,2,0.5,73.2,3
3661,-0.709108,110.150859,2,0.5,73.2,3
3662,-0.709108,110.154227,2,0.5,73.2,3
3663,-0.709108,110.157596,1,0.5,5.95,215
3664,-0.709108,110.160965,1,0.5,5.95,215
3665,-0.709108,110.366454,1,0.5,2.32,228
3666,-0.709108,110.369823,1,0.5,2.32,228
3667,-0.709108,110.413616,1,0.5,3.61,-1
3668,-0.709108,110.416985,1,0.5,3.61,-1
3669,-0.709108,110.420353,1,0.5,3.61,-1
3670,-0.709108,110.430459,2,0.5,8.24,294
3671,-0.709108,110.433828,2,0.5,8.24,294
3672,-0.709108,110.437197,1,0.5,8.24,130
3673,-0.709108,110.501202,1,0.5,33.36,19
3674,-0.709108,110.50457,1,0.5,33.36,19
3675,-0.709108,110.507939,1,0.5,33.36,19
3676,-0.709108,110.578681,1,0.5,2.8,247
3677,-0.709108,110.58205,1,0.5,2.8,247
3678,-0.709108,110.585419,1,1.0,11.81,118
3679,-0.709108,110.588787,1,1.0,11.81,118
3680,-0.709108,110.592156,1,0.5,6.01,184
3681,-0.709108,110.595525,1,0.5,6.01,184
3682,-0.709108,110.598893,1,0.5,6.01,184
3683,-0.709108,110.602262,1,0.5,6.01,184
3684,-0.709108,110.652792,1,0.5,4.91,236
3685,-0.709108,110.656161,1,0.5,4.91,236
3686,-0.709108,110.827964,1,0.5,14.85,-1
3687,-0.709108,110.831333,1,0.5,14.85,-1
3688,-0.709108,110.878494,1,0.5,16.53,48
3689,-0.709108,110.881863,1,0.5,16.53,48
3690,-0.709108,110.885231,1,0.5,16.53,48
3691,-0.709108,110.96608,1,0.5,6.93,135
3692,-0.709108,110.969448,1,0.5,6.93,135
3693,-0.709108,110.972817,1,0.5,6.93,135
3694,-0.712476,110.144121,1,0.5,73.2,-1
3695,-0.712476,110.14749,1,0.5,73.2,-1
3696,-0.712476,110.150859,1,0.5,73.2,-1
3697,-0.712476,110.154227,2,0.5,73.2,3
3698,-0.712476,110.157596,1,0.5,5.95,215
3699,-0.712476,110.160965,1,0.5,5.95,215
3700,-0.712476,110.366454,1,0.5,2.32,228
3701,-0.712476,110.369823,1,0.5,2.32,228
3702,-0.712476,110.413616,1,0.5,3.61,-1
3703,-0.712476,110.416985,1,0.5,3.61,-1
3704,-0.712476,110.420353,1,0.5,3.61,-1
3705,-0.712476,110.430459,1,0.5,5.32,-1
3706,-0.712476,110.433828,1,0.5,5.32,-1
3707,-0.712476,110.460777,1,0.5,33.5,19
3708,-0.712476,110.464146,1,0.5,33.5,19
3709,-0.712476,110.467515,1,0.5,33.5,19
3710,-0.712476,110.501202,1,0.5,33.36,19
3711,-0.712476,110.50457,1,0.5,33.36,19
3712,-0.712476,110.507939,1,0.5,33.36,19
3713,-0.712476,110.578681,1,0.5,2.8,247
3714,-0.712476,110.58205,1,0.5,2.8,247
3715,-0.712476,110.96608,1,0.5,6.93,135
3716,-0.712476,110.969448,1,0.5,6.93,135
3717,-0.712476,110.972817,1,0.5,6.93,135
3718,-0.715845,110.144121,1,0.5,73.2,-1
3719,-0.715845,110.14749,1,0.5,73.2,-1
3720,-0.715845,110.150859,1,0.5,73.2,-1
3721,-0.715845,110.154227,1,0.5,73.2,-1
3722,-0.715845,110.379929,1,0.5,3.51,329
3723,-0.715845,110.383298,1,0.5,9.61,107
3724,-0.715845,110.386666,1,0.5,9.61,107
3725,-0.715845,110.390035,1,0.5,9.61,107
3726,-0.715845,110.413616,1,0.5,3.61,-1
3727,-0.715845,110.416985,1,0.5,3.61,-1
3728,-0.715845,110.420353,1,0.5,3.61,-1
3729,-0.715845,110.430459,1,0.5,4.88,244
3730,-0.715845,110.433828,1,0.5,4.88,244
3731,-0.715845,110.440565,1,0.5,3.24,257
3732,-0.715845,110.443934,1,0.5,3.24,257
3733,-0.715845,110.447303,1,0.5,3.24,257
3734,-0.715845,110.460777,1,0.5,33.5,19
3735,-0.715845,110.464146,1,0.5,33.5,19
3736,-0.715845,110.467515,1,0.5,33.5,19
3737,-0.715845,110.501202,1,0.5,33.36,19
3738,-0.715845,110.50457,1,0.5,33.36,19
3739,-0.715845,110.507939,1,0.5,33.36,19
3740,-0.715845,110.568575,1,0.5,12.32,113
3741,-0.715845,110.571944,2,0.5,42.52,-1
3742,-0.715845,110.575313,1,0.5,42.52,8
3743,-0.715845,110.578681,1,0.5,42.52,8
3744,-0.715845,110.58205,1,0.5,12.11,89
3745,-0.715845,110.666267,1,0.5,16.79,-1
3746,-0.715845,110.669636,1,0.5,16.79,-1
3747,-0.715845,110.673004,1,0.5,16.79,-1
3748,-0.715845,110.861651,1,0.5,1.78,-1
3749,-0.715845,110.865019,1,0.5,1.78,-1
3750,-0.719214,110.282237,1,0.5,28.67,28
3751,-0.719214,110.285606,1,0.5,28.67,28
3752,-0.719214,110.288975,1,0.5,28.67,28
3753,-0.719214,110.379929,1,0.5,3.51,329
3754,-0.719214,110.383298,1,0.5,9.61,107
3755,-0.719214,110.386666,1,0.5,9.61,107
3756,-0.719214,110.390035,1,0.5,9.61,107
3757,-0.719214,110.40351,1,0.5,57.26,6
3758,-0.719214,110.406879,1,0.5,57.26,6
3759,-0.719214,110.410247,1,0.5,57.26,6
3760,-0.719214,110.430459,1,0.5,4.88,244
3761,-0.719214,110.433828,1,0.5,4.88,244
3762,-0.719214,110.440565,1,0.5,3.24,257
3763,-0.719214,110.443934,1,0.5,3.24,257
3764,-0.719214,110.447303,1,0.5,3.24,257
3765,-0.719214,110.460777,1,0.5,33.5,19
3766,-0.719214,110.464146,1,0.5,33.5,19
3767,-0.719214,110.467515,1,0.5,33.5,19
3768,-0.719214,110.511308,1,0.5,9.15,-1
3769,-0.719214,110.514676,1,0.5,9.15,-1
3770,-0.719214,110.518045,1,0.5,9.15,-1
3771,-0.719214,110.568575,1,0.5,12.32,113
3772,-0.719214,110.571944,2,0.5,42.52,-1
3773,-0.719214,110.575313,1,0.5,42.52,8
3774,-0.719214,110.578681,1,0.5,42.52,8
3775,-0.719214,110.58205,1,0.5,24.26,30
3776,-0.719214,110.666267,1,0.5,16.79,-1
3777,-0.719214,110.669636,1,0.5,16.79,-1
3778,-0.719214,110.673004,1,0.5,16.79,-1
3779,-0.719214,110.861651,1,0.5,1.78,-1
3780,-0.719214,110.865019,1,0.5,1.78,-1
3781,-0.722582,110.282237,1,0.5,28.67,28
3782,-0.722582,110.285606,1,0.5,28.67,28
3783,-0.722582,110.288975,1,0.5,28.67,28
3784,-0.722582,110.379929,1,0.5,3.51,329
3785,-0.722582,110.383298,1,0.5,9.61,107
3786,-0.722582,110.386666,1,0.5,9.61,107
3787,-0.722582,110.390035,1,0.5,9.61,107
3788,-0.722582,110.396773,1,0.5,9.34,146
3789,-0.722582,110.400141,1,0.5,9.34,146
3790,-0.722582,110.40351,2,0.5,57.26,-1
3791,-0.722582,110.406879,2,0.5,57.26,-1
3792,-0.722582,110.410247,1,0.5,57.26,6
3793,-0.722582,110.430459,1,0.5,4.88,244
3794,-0.722582,110.433828,1,0.5,4.88,244
3795,-0.722582,110.511308,1,0.5,9.15,-1
3796,-0.722582,110.514676,1,0.5,9.15,-1
3797,-0.722582,110.518045,1,0.5,9.15,-1
3798,-0.722582,110.568575,1,0.5,12.32,113
3799,-0.722582,110.571944,1,0.5,68.61,5
3800,-0.722582,110.575313,1,0.5,24.26,30
3801,-0.722582,110.578681,1,0.5,24.26,30
3802,-0.722582,110.58205,1,0.5,24.26,30
3803,-0.722582,110.666267,1,0.5,16.79,-1
3804,-0.722582,110.669636,1,0.5,16.79,-1
3805,-0.722582,110.673004,1,0.5,16.79,-1
3806,-0.725951,110.282237,1,0.5,28.67,28
3807,-0.725951,110.285606,1,0.5,28.67,28
3808,-0.725951,110.288975,1,0.5,28.67,28
3809,-0.725951,110.359717,1,0.5,9.75,119
3810,-0.725951,110.363086,1,0.5,9.75,119
3811,-0.725951,110.366454,1,0.5,9.75,119
3812,-0.725951,110.369823,1,0.5,9.75,119
3813,-0.725951,110.396773,1,0.5,9.34,146
3814,-0.725951,110.400141,1,0.5,9.34,146
3815,-0.725951,110.40351,2,0.5,57.26,-1
3816,-0.725951,110.406879,2,0.5,57.26,-1
3817,-0.725951,110.410247,1,0.5,57.26,6
3818,-0.725951,110.511308,1,0.5,9.15,-1
3819,-0.725951,110.514676,1,0.5,9.15,-1
3820,-0.725951,110.518045,1,0.5,9.15,-1
3821,-0.725951,110.558469,1,0.5,9.94,-1
3822,-0.725951,110.561838,1,0.5,9.94,-1
3823,-0.725951,110.565207,1,0.5,28.33,27
3824,-0.725951,110.568575,1,0.5,28.33,27
3825,-0.725951,110.571944,1,0.5,28.33,27
3826,-0.725951,110.686479,1,0.5,12.07,89
3827,-0.725951,110.689848,1,0.5,12.07,89
3828,-0.725951,110.693217,1,0.5,12.07,89
3829,-0.725951,110.790908,1,0.5,10.55,87
3830,-0.725951,110.794277,1,0.5,10.55,87
3831,-0.725951,110.797646,1,0.5,10.55,87
3832,-0.725951,110.912181,1,0.5,8.04,143
3833,-0.725951,110.91555,1,0.5,8.04,143
3834,-0.725951,110.918918,1,0.5,8.04,143
3835,-0.725951,110.989661,1,0.5,4.98,235
3836,-0.725951,110.993029,1,0.5,4.98,235
3837,-0.725951,110.996398,1,0.5,4.98,235
3838,-0.72932,110.359717,1,0.5,9.75,119
3839,-0.72932,110.363086,1,0.5,9.75,119
3840,-0.72932,110.366454,1,0.5,9.75,119
3841,-0.72932,110.369823,1,0.5,9.75,119
3842,-0.72932,110.396773,1,0.5,9.34,146
3843,-0.72932,110.400141,2,0.5,9.34,-1
3844,-0.72932,110.40351,2,0.5,9.34,-1
3845,-0.72932,110.406879,2,0.5,9.34,-1
3846,-0.72932,110.558469,1,0.5,9.94,-1
3847,-0.72932,110.561838,1,0.5,9.94,-1
3848,-0.72932,110.565207,1,0.5,9.94,-1
3849,-0.72932,110.568575,1,0.5,28.33,27
3850,-0.72932,110.571944,1,0.5,28.33,27
3851,-0.72932,110.686479,1,0.5,12.07,89
3852,-0.72932,110.689848,1,0.5,12.07,89
3853,-0.72932,110.693217,1,0.5,12.07,89
3854,-0.72932,110.76059,1,0.5,23.17,35
3855,-0.72932,110.763959,1,0.5,23.17,35
3856,-0.72932,110.767328,1,0.5,23.17,35
3857,-0.72932,110.790908,1,0.5,10.55,87
3858,-0.72932,110.794277,2,0.5,89.24,-1
3859,-0.72932,110.797646,2,0.5,89.24,-1
3860,-0.72932,110.801014,1,0.5,89.24,-1
3861,-0.72932,110.908812,1,0.5,7.32,145
3862,-0.72932,110.912181,1,0.5,8.04,143
3863,-0.72932,110.91555,1,0.5,8.04,143
3864,-0.72932,110.918918,1,0.5,8.04,143
3865,-0.72932,110.989661,1,0.5,4.98,235
3866,-0.72932,110.993029,1,0.5,4.98,235
3867,-0.72932,110.996398,1,0.5,4.98,235
3868,-0.732688,110.349611,1,0.5,5.42,239
3869,-0.732688,110.35298,1,0.5,5.42,239
3870,-0.732688,110.356348,1,0.5,5.42,239
3871,-0.732688,110.359717,1,0.5,9.75,119
3872,-0.732688,110.363086,1,0.5,9.75,119
3873,-0.732688,110.366454,1,0.5,9.75,119
3874,-0.732688,110.369823,1,0.5,9.75,119
3875,-0.732688,110.373192,1,0.5,25.73,-1
3876,-0.732688,110.37656,1,0.5,25.73,-1
3877,-0.732688,110.379929,1,0.5,25.73,-1
3878,-0.732688,110.400141,1,0.5,0.91,62
3879,-0.732688,110.40351,1,0.5,0.91,62
3880,-0.732688,110.406879,1,0.5,0.91,62
3881,-0.732688,110.518045,1,0.5,2.62,325
3882,-0.732688,110.521414,1,0.5,2.62,325
3883,-0.732688,110.548363,1,0.5,7.06,153
3884,-0.732688,110.551732,1,0.5,7.06,153
3885,-0.732688,110.555101,1,0.5,7.06,153
3886,-0.732688,110.558469,1,0.5,9.94,-1
3887,-0.732688,110.561838,1,0.5,9.94,-1
3888,-0.732688,110.565207,1,0.5,9.94,-1
3889,-0.732688,110.568575,1,0.5,28.33,27
3890,-0.732688,110.571944,1,0.5,28.33,27
3891,-0.732688,110.76059,1,0.5,23.17,35
3892,-0.732688,110.763959,1,0.5,23.17,35
3893,-0.732688,110.767328,1,0.5,23.17,35
3894,-0.732688,110.794277,1,0.5,89.24,-1
3895,-0.732688,110.797646,1,0.5,89.24,-1
3896,-0.732688,110.801014,1,0.5,89.24,-1
3897,-0.732688,110.807752,1,0.5,2.62,325
3898,-0.732688,110.81112,1,0.5,2.62,325
3899,-0.732688,110.814489,1,0.5,2.62,325
3900,-0.732688,110.908812,1,0.5,7.32,145
3901,-0.732688,110.912181,1,0.5,8.04,143
3902,-0.732688,110.91555,1,0.5,8.04,143
3903,-0.732688,110.918918,1,0.5,8.04,143
3904,-0.732688,110.989661,1,0.5,4.98,235
3905,-0.732688,110.993029,1,0.5,4.98,235
3906,-0.732688,110.996398,1,0.5,4.98,235
3907,-0.736057,110.349611,1,0.5,5.42,239
3908,-0.736057,110.35298,1,0.5,5.42,239
3909,-0.736057,110.356348,1,0.5,5.42,239
3910,-0.736057,110.373192,1,0.5,25.73,-1
3911,-0.736057,110.37656,1,0.5,25.73,-1
3912,-0.736057,110.379929,1,0.5,25.73,-1
3913,-0.736057,110.393404,1,0.5,3.5,312
3914,-0.736057,110.396773,1,0.5,3.5,312
3915,-0.736057,110.400141,2,0.5,3.5,210
3916,-0.736057,110.40351,1,0.5,0.91,62
3917,-0.736057,110.406879,1,0.5,0.91,62
3918,-0.736057,110.518045,1,0.5,2.62,325
3919,-0.736057,110.521414,1,0.5,2.62,325
3920,-0.736057,110.534888,1,0.5,2.55,323
3921,-0.736057,110.538257,1,0.5,2.55,323
3922,-0.736057,110.541626,1,0.5,2.55,323
3923,-0.736057,110.548363,1,0.5,7.21,178
3924,-0.736057,110.551732,1,0.5,7.21,178
3925,-0.736057,110.555101,1,0.5,7.21,178
3926,-0.736057,110.558469,1,0.5,9.94,-1
3927,-0.736057,110.561838,1,0.5,9.94,-1
3928,-0.736057,110.565207,1,0.5,9.94,-1
3929,-0.736057,110.76059,1,0.5,23.17,35
3930,-0.736057,110.763959,1,0.5,23.17,35
3931,-0.736057,110.767328,1,0.5,23.17,35
3932,-0.736057,110.807752,1,0.5,7.5,149
3933,-0.736057,110.81112,1,0.5,7.5,149
3934,-0.736057,110.814489,1,0.5,7.5,149
3935,-0.736057,110.908812,1,0.5,7.32,145
3936,-0.736057,110.912181,1,0.5,8.04,143
3937,-0.736057,110.91555,1,0.5,8.04,143
3938,-0.736057,110.918918,1,0.5,8.04,143
3939,-0.739426,110.349611,1,0.5,5.42,239
3940,-0.739426,110.35298,1,0.5,5.42,239
3941,-0.739426,110.356348,1,0.5,5.42,239
3942,-0.739426,110.393404,1,0.5,3.5,312
3943,-0.739426,110.396773,1,0.5,3.5,312
3944,-0.739426,110.400141,1,0.5,3.5,312
3945,-0.739426,110.518045,1,0.5,2.62,325
3946,-0.739426,110.521414,1,0.5,2.62,325
3947,-0.739426,110.534888,1,0.5,2.55,323
3948,-0.739426,110.538257,1,0.5,2.55,323
3949,-0.739426,110.541626,1,0.5,2.55,323
3950,-0.739426,110.548363,1,0.5,7.21,178
3951,-0.739426,110.551732,1,0.5,7.21,178
3952,-0.739426,110.555101,1,0.5,7.21,178
3953,-0.739426,110.558469,1,0.5,4.76,220
3954,-0.739426,110.561838,1,0.5,4.76,220
